age,gender,municipality,education_level,main_activity,income_decile,income_bracket,language_group
0,Females,Vantaa,8 Doctoral or equivalent level,Pensioners,II,Low,Finnish-speaking population
0,Males,Kotka,3-8 A post-comprehensive level qualification,Pensioners,IV,Medium,Finnish-speaking population
35,Females,Rauma,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
67,Females,Helsinki,9 Basic education,"Students, pupils",IV,Medium,Finnish-speaking population
0,Females,Lohja,3 Upper secondary education,0-14 years old,IX,High,Finnish-speaking population
0,Females,Espoo,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
15,Males,Lappeenranta,3-8 A post-comprehensive level qualification,Employed,V,Medium,Finnish-speaking population
7,Females,Loviisa,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
24,Males,Rovaniemi,7 Master's or equivalent level,Employed,VIII,High,Finnish-speaking population
0,Females,Paltamo,5 Short-cycle tertiary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
44,Females,Kauhava,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
0,Males,Alavus,3-8 A post-comprehensive level qualification,Labour force,I,Low,Finnish-speaking population
26,Females,Helsinki,3 Upper secondary education,Labour force,IV,Medium,Finnish-speaking population
0,Males,Varkaus,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
38,Males,Vaasa,3-8 A post-comprehensive level qualification,Labour force,IX,High,Swedish-speaking population
80,Females,Järvenpää,9 Basic education,Employed,IV,Medium,Finnish-speaking population
21,Males,Imatra,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Females,Kronoby,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Swedish-speaking population
59,Females,Porvoo,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
26,Males,Kauhajoki,3 Upper secondary education,Persons outside the labour force,III,Low,Finnish-speaking population
75,Females,Espoo,7 Master's or equivalent level,Persons outside the labour force,X,High,Finnish-speaking population
74,Males,Kokkola,3 Upper secondary education,Persons outside the labour force,IV,Medium,Swedish-speaking population
38,Females,Ingå,4 Post-secondary non-tertiary education,Other persons outside the labour force,IV,Medium,Swedish-speaking population
0,Females,Järvenpää,6 Bachelor's or equivalent level,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
0,Males,Pieksämäki,5 Short-cycle tertiary education,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Lieto,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Joensuu,3 Upper secondary education,Employed,IV,Medium,Finnish-speaking population
0,Males,Miehikkälä,9 Basic education,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Laitila,6 Bachelor's or equivalent level,Labour force,VIII,High,Finnish-speaking population
0,Females,Sulkava,3 Upper secondary education,Pensioners,IV,Medium,Finnish-speaking population
73,Females,Vantaa,5 Short-cycle tertiary education,0-14 years old,VIII,High,Finnish-speaking population
65,Females,Helsinki,7 Master's or equivalent level,Pensioners,VIII,High,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Labour force,VIII,High,Swedish-speaking population
0,Females,Raisio,9 Basic education,Persons outside the labour force,IV,Medium,Finnish-speaking population
51,Males,Pudasjärvi,9 Basic education,"Students, pupils",II,Low,Finnish-speaking population
11,Females,Kerava,3-8 A post-comprehensive level qualification,Pensioners,IV,Medium,Finnish-speaking population
0,Females,Kangasala,5 Short-cycle tertiary education,Employed,IV,Medium,Finnish-speaking population
0,Males,Alavus,3-8 A post-comprehensive level qualification,Labour force,I,Low,Finnish-speaking population
77,Males,Viitasaari,3-8 A post-comprehensive level qualification,Labour force,III,Low,Finnish-speaking population
79,Males,Oulainen,7 Master's or equivalent level,Pensioners,VIII,High,Finnish-speaking population
0,Males,Kokkola,3-8 A post-comprehensive level qualification,Pensioners,II,Low,Finnish-speaking population
0,Females,Loppi,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
25,Males,Espoo,9 Basic education,Persons outside the labour force,VI,Medium,Finnish-speaking population
55,Females,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Females,Oulu,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
66,Females,Laukaa,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Females,Sipoo,7 Master's or equivalent level,0-14 years old,IX,High,Finnish-speaking population
8,Males,Pieksämäki,3 Upper secondary education,Persons outside the labour force,IX,High,Finnish-speaking population
45,Males,Närpes,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Swedish-speaking population
64,Females,Tampere,7 Master's or equivalent level,Labour force,IV,Medium,Finnish-speaking population
32,Females,Eura,9 Basic education,Pensioners,VII,Medium,Finnish-speaking population
69,Males,Porvoo,3 Upper secondary education,Persons outside the labour force,VI,Medium,Finnish-speaking population
25,Females,Rauma,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
91,Females,Joensuu,5 Short-cycle tertiary education,Persons outside the labour force,IX,High,Finnish-speaking population
26,Females,Helsinki,5 Short-cycle tertiary education,Employed,VII,Medium,Finnish-speaking population
7,Females,Helsinki,6 Bachelor's or equivalent level,Persons outside the labour force,VI,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
0,Females,Lieksa,3 Upper secondary education,Labour force,V,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Pensioners,X,High,Swedish-speaking population
80,Females,Pieksämäki,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
41,Males,Helsinki,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
0,Males,Espoo,8 Doctoral or equivalent level,Other persons outside the labour force,X,High,Finnish-speaking population
12,Males,Järvenpää,3 Upper secondary education,0-14 years old,IX,High,Finnish-speaking population
2,Males,Helsinki,7 Master's or equivalent level,"Students, pupils",III,Low,Finnish-speaking population
22,Males,Ylivieska,6 Bachelor's or equivalent level,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Jyväskylä,7 Master's or equivalent level,Labour force,V,Medium,Finnish-speaking population
0,Females,Hyvinkää,3 Upper secondary education,"Students, pupils",I,Low,Swedish-speaking population
0,Males,Helsinki,9 Basic education,Persons outside the labour force,VII,Medium,Finnish-speaking population
17,Males,Kerava,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
0,Males,Orivesi,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
0,Males,Siilinjärvi,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
0,Females,Kemi,3 Upper secondary education,Employed,VI,Medium,Finnish-speaking population
52,Females,Oulu,3-8 A post-comprehensive level qualification,Employed,VII,Medium,Finnish-speaking population
64,Females,Lahti,3 Upper secondary education,Persons outside the labour force,X,High,Finnish-speaking population
0,Males,Tampere,3-8 A post-comprehensive level qualification,Pensioners,V,Medium,Finnish-speaking population
0,Males,Mäntsälä,9 Basic education,0-14 years old,III,Low,Finnish-speaking population
0,Females,Jyväskylä,3 Upper secondary education,Employed,V,Medium,Finnish-speaking population
0,Males,Raahe,9 Basic education,Labour force,I,Low,Finnish-speaking population
36,Females,Tampere,3 Upper secondary education,Employed,I,Low,Finnish-speaking population
0,Females,Kuusamo,7 Master's or equivalent level,Pensioners,V,Medium,Finnish-speaking population
0,Females,Ylivieska,3 Upper secondary education,Labour force,IX,High,Finnish-speaking population
0,Females,Turku,9 Basic education,"Students, pupils",III,Low,Finnish-speaking population
0,Males,Helsinki,7 Master's or equivalent level,0-14 years old,VI,Medium,Finnish-speaking population
0,Females,Sipoo,9 Basic education,Persons outside the labour force,IV,Medium,Finnish-speaking population
50,Females,Närpes,4 Post-secondary non-tertiary education,0-14 years old,V,Medium,Swedish-speaking population
0,Females,Lohja,9 Basic education,Persons outside the labour force,II,Low,Finnish-speaking population
0,Females,Laukaa,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
0,Females,Tornio,6 Bachelor's or equivalent level,0-14 years old,II,Low,Finnish-speaking population
63,Females,Oulu,3 Upper secondary education,0-14 years old,I,Low,Finnish-speaking population
77,Males,Lohja,5 Short-cycle tertiary education,Labour force,IX,High,Finnish-speaking population
1,Females,Espoo,3-8 A post-comprehensive level qualification,Labour force,I,Low,Finnish-speaking population
0,Females,Kuopio,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Males,Uusikaupunki,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
0,Females,Raseborg,9 Basic education,"Students, pupils",IV,Medium,Swedish-speaking population
31,Females,Espoo,9 Basic education,Persons outside the labour force,III,Low,Finnish-speaking population
0,Males,Turku,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
0,Males,Tampere,3-8 A post-comprehensive level qualification,Other persons outside the labour force,I,Low,Finnish-speaking population
0,Males,Lumijoki,3 Upper secondary education,Employed,III,Low,Finnish-speaking population
0,Males,Espoo,9 Basic education,Labour force,X,High,Finnish-speaking population
54,Males,Mikkeli,3-8 A post-comprehensive level qualification,Other persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Espoo,9 Basic education,"Students, pupils",VII,Medium,Finnish-speaking population
0,Females,Järvenpää,3-8 A post-comprehensive level qualification,0-14 years old,II,Low,Finnish-speaking population
0,Females,Oulu,5 Short-cycle tertiary education,Employed,VII,Medium,Finnish-speaking population
7,Females,Vaasa,3 Upper secondary education,Labour force,VII,Medium,Swedish-speaking population
23,Males,Kauhava,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
34,Females,Turku,3 Upper secondary education,0-14 years old,IV,Medium,Finnish-speaking population
0,Females,Vaasa,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
34,Males,Espoo,5 Short-cycle tertiary education,0-14 years old,I,Low,Finnish-speaking population
10,Males,Hämeenlinna,3-8 A post-comprehensive level qualification,Pensioners,III,Low,Finnish-speaking population
27,Males,Ranua,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
52,Males,Sastamala,9 Basic education,Labour force,II,Low,Finnish-speaking population
74,Males,Kittilä,3-8 A post-comprehensive level qualification,Pensioners,III,Low,Finnish-speaking population
0,Females,Pello,9 Basic education,Pensioners,II,Low,Finnish-speaking population
81,Females,Oulu,3-8 A post-comprehensive level qualification,Employed,IX,High,Finnish-speaking population
0,Males,Rovaniemi,3-8 A post-comprehensive level qualification,Employed,II,Low,Finnish-speaking population
0,Males,Rauma,3 Upper secondary education,Pensioners,I,Low,Finnish-speaking population
26,Males,Hattula,3 Upper secondary education,Labour force,IX,High,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Employed,VII,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
55,Females,Vantaa,3-8 A post-comprehensive level qualification,0-14 years old,V,Medium,Finnish-speaking population
22,Males,Vaasa,3-8 A post-comprehensive level qualification,0-14 years old,III,Low,Swedish-speaking population
0,Males,Suomussalmi,3 Upper secondary education,Employed,V,Medium,Finnish-speaking population
0,Males,Helsinki,5 Short-cycle tertiary education,Employed,IV,Medium,Finnish-speaking population
0,Females,Mäntyharju,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
61,Males,Helsinki,6 Bachelor's or equivalent level,Pensioners,II,Low,Finnish-speaking population
31,Males,Keminmaa,3 Upper secondary education,Employed,X,High,Finnish-speaking population
0,Females,Janakkala,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,Labour force,II,Low,Finnish-speaking population
0,Males,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
0,Males,Outokumpu,3-8 A post-comprehensive level qualification,Pensioners,VII,Medium,Finnish-speaking population
85,Males,Virolahti,6 Bachelor's or equivalent level,Pensioners,I,Low,Finnish-speaking population
0,Females,Porvoo,3-8 A post-comprehensive level qualification,Employed,X,High,Finnish-speaking population
13,Males,Hamina,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Uusikaupunki,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
0,Females,Oulu,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
27,Females,Kuopio,3 Upper secondary education,Unemployed,VIII,High,Finnish-speaking population
74,Females,Pieksämäki,5 Short-cycle tertiary education,Persons outside the labour force,VI,Medium,Finnish-speaking population
10,Males,Turku,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
16,Males,Lahti,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Liperi,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Females,Kuopio,6 Bachelor's or equivalent level,"Students, pupils",V,Medium,Finnish-speaking population
0,Females,Forssa,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
0,Males,Sipoo,3-8 A post-comprehensive level qualification,"Students, pupils",III,Low,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Employed,I,Low,Finnish-speaking population
50,Females,Kokemäki,3 Upper secondary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Males,Kirkkonummi,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
15,Males,Joensuu,5 Short-cycle tertiary education,Pensioners,V,Medium,Finnish-speaking population
0,Males,Kokkola,3-8 A post-comprehensive level qualification,"Students, pupils",VIII,High,Finnish-speaking population
0,Females,Oulu,3 Upper secondary education,"Students, pupils",II,Low,Finnish-speaking population
0,Males,Jyväskylä,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
0,Males,Turku,6 Bachelor's or equivalent level,Pensioners,VIII,High,Swedish-speaking population
82,Males,Vantaa,5 Short-cycle tertiary education,Labour force,V,Medium,Finnish-speaking population
0,Females,Kuopio,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
0,Females,Kaarina,3 Upper secondary education,Pensioners,VIII,High,Finnish-speaking population
0,Males,Espoo,7 Master's or equivalent level,Persons outside the labour force,I,Low,Finnish-speaking population
0,Males,Espoo,3-8 A post-comprehensive level qualification,Employed,X,High,Finnish-speaking population
0,Males,Kiuruvesi,3-8 A post-comprehensive level qualification,Employed,VII,Medium,Finnish-speaking population
40,Males,Vantaa,6 Bachelor's or equivalent level,0-14 years old,III,Low,Finnish-speaking population
0,Females,Rovaniemi,9 Basic education,Employed,VIII,High,Finnish-speaking population
0,Females,Kankaanpää,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
53,Males,Vantaa,3-8 A post-comprehensive level qualification,Labour force,VIII,High,Finnish-speaking population
0,Males,Kouvola,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
0,Females,Joensuu,6 Bachelor's or equivalent level,0-14 years old,VIII,High,Finnish-speaking population
0,Males,Kouvola,3 Upper secondary education,Labour force,III,Low,Finnish-speaking population
10,Males,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
11,Females,Turku,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Kauniainen,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Swedish-speaking population
0,Females,Petäjävesi,7 Master's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
11,Males,Kirkkonummi,9 Basic education,Pensioners,III,Low,Finnish-speaking population
16,Males,Tyrnävä,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
0,Females,Oulu,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
0,Females,Lahti,3 Upper secondary education,Persons outside the labour force,II,Low,Finnish-speaking population
23,Males,Helsinki,6 Bachelor's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Tyrnävä,3 Upper secondary education,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Lumijoki,3 Upper secondary education,Labour force,IX,High,Finnish-speaking population
59,Males,Joroinen,3 Upper secondary education,Labour force,II,Low,Finnish-speaking population
0,Females,Turku,6 Bachelor's or equivalent level,Employed,IV,Medium,Finnish-speaking population
30,Females,Espoo,3-8 A post-comprehensive level qualification,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Jyväskylä,3-8 A post-comprehensive level qualification,0-14 years old,I,Low,Finnish-speaking population
44,Females,Lohja,3-8 A post-comprehensive level qualification,Persons outside the labour force,V,Medium,Finnish-speaking population
50,Males,Kajaani,3-8 A post-comprehensive level qualification,Labour force,VI,Medium,Finnish-speaking population
37,Females,Lahti,3-8 A post-comprehensive level qualification,Employed,IV,Medium,Finnish-speaking population
15,Females,Jakobstad,9 Basic education,Persons outside the labour force,X,High,Swedish-speaking population
7,Females,Helsinki,9 Basic education,Unemployed,VIII,High,Finnish-speaking population
41,Males,Espoo,3-8 A post-comprehensive level qualification,Persons outside the labour force,VI,Medium,Finnish-speaking population
74,Females,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
17,Males,Vantaa,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
34,Males,Naantali,3-8 A post-comprehensive level qualification,Persons outside the labour force,IX,High,Finnish-speaking population
73,Males,Lahti,3 Upper secondary education,Employed,V,Medium,Finnish-speaking population
0,Males,Kirkkonummi,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Swedish-speaking population
0,Males,Raisio,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
89,Females,Helsinki,3 Upper secondary education,Labour force,X,High,Finnish-speaking population
72,Females,Joensuu,5 Short-cycle tertiary education,Persons outside the labour force,I,Low,Finnish-speaking population
49,Males,Pedersöre,6 Bachelor's or equivalent level,Persons outside the labour force,X,High,Swedish-speaking population
0,Males,Lahti,5 Short-cycle tertiary education,Labour force,I,Low,Finnish-speaking population
61,Females,Seinäjoki,3-8 A post-comprehensive level qualification,Labour force,VIII,High,Finnish-speaking population
68,Females,Tuusula,7 Master's or equivalent level,Pensioners,VIII,High,Finnish-speaking population
0,Males,Tampere,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
51,Males,Helsinki,3-8 A post-comprehensive level qualification,Unemployed,V,Medium,Finnish-speaking population
71,Males,Heinola,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
46,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
17,Males,Siilinjärvi,3-8 A post-comprehensive level qualification,Pensioners,V,Medium,Finnish-speaking population
0,Females,Vaasa,3-8 A post-comprehensive level qualification,0-14 years old,VIII,High,Finnish-speaking population
76,Females,Valkeakoski,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
52,Females,Jyväskylä,3 Upper secondary education,0-14 years old,VIII,High,Finnish-speaking population
0,Females,Tampere,6 Bachelor's or equivalent level,Labour force,II,Low,Finnish-speaking population
56,Females,Lohja,5 Short-cycle tertiary education,Labour force,II,Low,Finnish-speaking population
34,Males,Tampere,7 Master's or equivalent level,Employed,V,Medium,Finnish-speaking population
0,Males,Malax,3-8 A post-comprehensive level qualification,Pensioners,VI,Medium,Swedish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,III,Low,Finnish-speaking population
20,Females,Hamina,6 Bachelor's or equivalent level,Employed,I,Low,Finnish-speaking population
55,Females,Vantaa,3 Upper secondary education,Labour force,IV,Medium,Finnish-speaking population
0,Females,Kouvola,3 Upper secondary education,Persons outside the labour force,VII,Medium,Finnish-speaking population
60,Females,Kankaanpää,9 Basic education,Persons outside the labour force,IV,Medium,Finnish-speaking population
25,Females,Kauhajoki,6 Bachelor's or equivalent level,0-14 years old,V,Medium,Finnish-speaking population
0,Males,Kerava,3-8 A post-comprehensive level qualification,"Students, pupils",I,Low,Finnish-speaking population
0,Females,Vantaa,3 Upper secondary education,0-14 years old,VIII,High,Finnish-speaking population
3,Females,Espoo,3 Upper secondary education,Employed,X,High,Finnish-speaking population
17,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,X,High,Finnish-speaking population
0,Females,Siuntio,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
34,Males,Mariehamn,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Swedish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,X,High,Finnish-speaking population
73,Males,Espoo,9 Basic education,0-14 years old,IX,High,Finnish-speaking population
34,Males,Hyvinkää,3 Upper secondary education,Pensioners,IV,Medium,Swedish-speaking population
0,Females,Ingå,3-8 A post-comprehensive level qualification,Employed,VI,Medium,Swedish-speaking population
65,Males,Espoo,6 Bachelor's or equivalent level,Unemployed,IX,High,Finnish-speaking population
44,Males,Hollola,7 Master's or equivalent level,Persons outside the labour force,III,Low,Finnish-speaking population
64,Males,Rovaniemi,3-8 A post-comprehensive level qualification,Persons outside the labour force,III,Low,Finnish-speaking population
0,Females,Tornio,9 Basic education,Pensioners,VI,Medium,Finnish-speaking population
15,Females,Tuusula,3-8 A post-comprehensive level qualification,Persons outside the labour force,II,Low,Finnish-speaking population
54,Females,Kitee,3-8 A post-comprehensive level qualification,Pensioners,II,Low,Finnish-speaking population
0,Males,Järvenpää,3-8 A post-comprehensive level qualification,Pensioners,I,Low,Finnish-speaking population
0,Females,Äänekoski,3-8 A post-comprehensive level qualification,Employed,VI,Medium,Finnish-speaking population
0,Males,Seinäjoki,3-8 A post-comprehensive level qualification,Persons outside the labour force,VII,Medium,Finnish-speaking population
48,Females,Lohja,3 Upper secondary education,Persons outside the labour force,I,Low,Finnish-speaking population
7,Males,Imatra,9 Basic education,"Students, pupils",III,Low,Finnish-speaking population
90,Females,Järvenpää,3 Upper secondary education,Persons outside the labour force,X,High,Finnish-speaking population
0,Males,Laukaa,5 Short-cycle tertiary education,0-14 years old,IX,High,Finnish-speaking population
0,Males,Loimaa,5 Short-cycle tertiary education,0-14 years old,X,High,Finnish-speaking population
0,Males,Espoo,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
37,Females,Vantaa,3-8 A post-comprehensive level qualification,Pensioners,X,High,Finnish-speaking population
28,Males,Naantali,7 Master's or equivalent level,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Males,Nurmes,9 Basic education,"Students, pupils",I,Low,Finnish-speaking population
43,Females,Helsinki,6 Bachelor's or equivalent level,Labour force,VIII,High,Finnish-speaking population
82,Males,Savonlinna,3-8 A post-comprehensive level qualification,Labour force,III,Low,Finnish-speaking population
71,Males,Rovaniemi,3-8 A post-comprehensive level qualification,Persons outside the labour force,VIII,High,Finnish-speaking population
0,Males,Helsinki,5 Short-cycle tertiary education,Employed,VIII,High,Finnish-speaking population
0,Males,Nurmijärvi,3-8 A post-comprehensive level qualification,0-14 years old,IX,High,Finnish-speaking population
0,Females,Pieksämäki,3-8 A post-comprehensive level qualification,"Students, pupils",I,Low,Finnish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,Pensioners,VI,Medium,Finnish-speaking population
0,Females,Helsinki,5 Short-cycle tertiary education,Unemployed,VIII,High,Finnish-speaking population
0,Males,Turku,9 Basic education,Labour force,II,Low,Finnish-speaking population
79,Males,Kurikka,3-8 A post-comprehensive level qualification,Pensioners,IV,Medium,Finnish-speaking population
0,Females,Helsinki,3 Upper secondary education,Employed,VII,Medium,Finnish-speaking population
22,Females,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,VI,Medium,Finnish-speaking population
32,Males,Helsinki,3-8 A post-comprehensive level qualification,0-14 years old,IX,High,Finnish-speaking population
0,Males,Jokioinen,9 Basic education,Persons outside the labour force,I,Low,Finnish-speaking population
38,Males,Lappeenranta,3 Upper secondary education,Labour force,VII,Medium,Finnish-speaking population
0,Females,Salo,3-8 A post-comprehensive level qualification,Labour force,X,High,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Persons outside the labour force,X,High,Finnish-speaking population
0,Females,Ylöjärvi,9 Basic education,Labour force,V,Medium,Finnish-speaking population
2,Males,Helsinki,3-8 A post-comprehensive level qualification,Employed,IX,High,Swedish-speaking population
3,Males,Nykarleby,3 Upper secondary education,0-14 years old,I,Low,Swedish-speaking population
23,Females,Vantaa,3-8 A post-comprehensive level qualification,Unemployed,III,Low,Finnish-speaking population
0,Females,Tampere,3-8 A post-comprehensive level qualification,Employed,VIII,High,Finnish-speaking population
0,Females,Paimio,3-8 A post-comprehensive level qualification,Employed,VII,Medium,Finnish-speaking population
0,Females,Rauma,3-8 A post-comprehensive level qualification,Pensioners,VIII,High,Finnish-speaking population
0,Females,Helsinki,3-8 A post-comprehensive level qualification,Labour force,IV,Medium,Finnish-speaking population
80,Males,Aura,3 Upper secondary education,0-14 years old,V,Medium,Finnish-speaking population
70,Females,Kouvola,6 Bachelor's or equivalent level,Pensioners,VI,Medium,Finnish-speaking population
0,Females,Heinola,3-8 A post-comprehensive level qualification,Pensioners,VI,Medium,Finnish-speaking population
12,Males,Kauhava,5 Short-cycle tertiary education,Employed,II,Low,Finnish-speaking population
0,Males,Hyvinkää,4 Post-secondary non-tertiary education,Labour force,IV,Medium,Finnish-speaking population
44,Males,Vaasa,3-8 A post-comprehensive level qualification,"Students, pupils",VI,Medium,Finnish-speaking population
0,Females,Turku,3 Upper secondary education,Persons outside the labour force,V,Medium,Finnish-speaking population
0,Females,Tampere,8 Doctoral or equivalent level,"Students, pupils",V,Medium,Finnish-speaking population
0,Females,Raseborg,9 Basic education,Employed,V,Medium,Swedish-speaking population
44,Females,Helsinki,9 Basic education,Employed,VI,Medium,Finnish-speaking population
0,Females,Espoo,7 Master's or equivalent level,Persons outside the labour force,IX,High,Finnish-speaking population
0,Males,Parkano,5 Short-cycle tertiary education,Employed,VIII,High,Finnish-speaking population
16,Females,Oulu,3-8 A post-comprehensive level qualification,Labour force,V,Medium,Finnish-speaking population
0,Males,Kempele,3-8 A post-comprehensive level qualification,Pensioners,VII,Medium,Finnish-speaking population
0,Females,Lahti,3-8 A post-comprehensive level qualification,Labour force,IX,High,Finnish-speaking population
47,Males,Lahti,5 Short-cycle tertiary education,Pensioners,II,Low,Finnish-speaking population
0,Males,Hämeenlinna,6 Bachelor's or equivalent level,Pensioners,IX,High,Finnish-speaking population
10,Females,Jyväskylä,3-8 A post-comprehensive level qualification,Employed,III,Low,Finnish-speaking population
68,Males,Kotka,9 Basic education,Labour force,V,Medium,Finnish-speaking population
0,Females,Orimattila,3 Upper secondary education,Labour force,VI,Medium,Finnish-speaking population
0,Males,Vantaa,3 Upper secondary education,Employed,VII,Medium,Finnish-speaking population
0,Females,Lohja,3-8 A post-comprehensive level qualification,Other persons outside the labour force,X,High,Finnish-speaking population
0,Males,Rovaniemi,3-8 A post-comprehensive level qualification,Pensioners,IX,High,Finnish-speaking population
23,Females,Tampere,6 Bachelor's or equivalent level,Persons outside the labour force,IV,Medium,Finnish-speaking population
0,Males,Helsinki,9 Basic education,Persons outside the labour force,VII,Medium,Finnish-speaking population
0,Males,Parikkala,3 Upper secondary education,Pensioners,II,Low,Finnish-speaking population
