Area,Activity,value
Ruokolahti,Employed,1678.0
Ruokolahti,Unemployed,281.0
Ruokolahti,Persons outside the labour force,2774.0
Ruokolahti,0-14 years old,505.0
Ruokolahti,"Students, pupils",211.0
Ruokolahti,"Conscripts, persons in non-military service",4.0
Ruokolahti,Pensioners,1923.0
Ruokolahti,Other persons outside the labour force,131.0
Ruovesi,Total,4039.0
Ruovesi,Labour force,1593.0
Ruovesi,Employed,1408.0
Ruovesi,Unemployed,185.0
Ruovesi,Persons outside the labour force,2446.0
Ruovesi,0-14 years old,420.0
Ruovesi,"Students, pupils",178.0
Ruovesi,"Conscripts, persons in non-military service",5.0
Ruovesi,Pensioners,1743.0
Ruovesi,Other persons outside the labour force,100.0
Rusko,Total,6418.0
Rusko,Labour force,3227.0
Rusko,Employed,3040.0
Rusko,Unemployed,187.0
Rusko,Persons outside the labour force,3191.0
Rusko,0-14 years old,1259.0
Rusko,"Students, pupils",390.0
Rusko,"Conscripts, persons in non-military service",6.0
Rusko,Pensioners,1458.0
Rusko,Other persons outside the labour force,78.0
Rääkkylä,Total,1881.0
Rääkkylä,Labour force,683.0
Rääkkylä,Employed,550.0
Rääkkylä,Unemployed,133.0
Rääkkylä,Persons outside the labour force,1198.0
Rääkkylä,0-14 years old,123.0
Rääkkylä,"Students, pupils",57.0
Rääkkylä,"Conscripts, persons in non-military service",1.0
Rääkkylä,Pensioners,965.0
Rääkkylä,Other persons outside the labour force,52.0
Saarijärvi,Total,8858.0
Saarijärvi,Labour force,3572.0
Saarijärvi,Employed,2965.0
Saarijärvi,Unemployed,607.0
Saarijärvi,Persons outside the labour force,5286.0
Saarijärvi,0-14 years old,1079.0
Saarijärvi,"Students, pupils",497.0
Saarijärvi,"Conscripts, persons in non-military service",7.0
Saarijärvi,Pensioners,3459.0
Saarijärvi,Other persons outside the labour force,244.0
Salla,Total,3285.0
Salla,Labour force,1350.0
Salla,Employed,1160.0
Salla,Unemployed,190.0
Salla,Persons outside the labour force,1935.0
Salla,0-14 years old,255.0
Salla,"Students, pupils",130.0
Salla,"Conscripts, persons in non-military service",1.0
Salla,Pensioners,1486.0
Salla,Other persons outside the labour force,63.0
Salo,Total,50870.0
Salo,Labour force,23230.0
Salo,Employed,20534.0
Salo,Unemployed,2696.0
Salo,Persons outside the labour force,27640.0
Salo,0-14 years old,6427.0
Salo,"Students, pupils",3293.0
Salo,"Conscripts, persons in non-military service",53.0
Salo,Pensioners,16411.0
Salo,Other persons outside the labour force,1456.0
Saltvik,Total,1778.0
Saltvik,Labour force,848.0
Saltvik,Employed,818.0
Saltvik,Unemployed,30.0
Saltvik,Persons outside the labour force,930.0
Saltvik,0-14 years old,298.0
Saltvik,"Students, pupils",78.0
Saltvik,"Conscripts, persons in non-military service",0.0
Saltvik,Pensioners,473.0
Saltvik,Other persons outside the labour force,81.0
Sastamala,Total,23464.0
Sastamala,Labour force,10152.0
Sastamala,Employed,9047.0
Sastamala,Unemployed,1105.0
Sastamala,Persons outside the labour force,13312.0
Sastamala,0-14 years old,3030.0
Sastamala,"Students, pupils",1374.0
Sastamala,"Conscripts, persons in non-military service",18.0
Sastamala,Pensioners,8187.0
Sastamala,Other persons outside the labour force,703.0
Sauvo,Total,2965.0
Sauvo,Labour force,1383.0
Sauvo,Employed,1282.0
Sauvo,Unemployed,101.0
Sauvo,Persons outside the labour force,1582.0
Sauvo,0-14 years old,432.0
Sauvo,"Students, pupils",181.0
Sauvo,"Conscripts, persons in non-military service",1.0
Sauvo,Pensioners,890.0
Sauvo,Other persons outside the labour force,78.0
Savitaipale,Total,3188.0
Savitaipale,Labour force,1230.0
Savitaipale,Employed,1077.0
Savitaipale,Unemployed,153.0
Savitaipale,Persons outside the labour force,1958.0
Savitaipale,0-14 years old,337.0
Savitaipale,"Students, pupils",156.0
Savitaipale,"Conscripts, persons in non-military service",3.0
Savitaipale,Pensioners,1382.0
Savitaipale,Other persons outside the labour force,80.0
Savonlinna,Total,31460.0
Savonlinna,Labour force,13435.0
Savonlinna,Employed,11382.0
Savonlinna,Unemployed,2053.0
Savonlinna,Persons outside the labour force,18025.0
Savonlinna,0-14 years old,3226.0
Savonlinna,"Students, pupils",2024.0
Savonlinna,"Conscripts, persons in non-military service",31.0
Savonlinna,Pensioners,11954.0
Savonlinna,Other persons outside the labour force,790.0
Savukoski,Total,964.0
Savukoski,Labour force,425.0
Savukoski,Employed,365.0
Savukoski,Unemployed,60.0
Savukoski,Persons outside the labour force,539.0
Savukoski,0-14 years old,100.0
Savukoski,"Students, pupils",29.0
Savukoski,"Conscripts, persons in non-military service",0.0
Savukoski,Pensioners,387.0
Savukoski,Other persons outside the labour force,23.0
Seinäjoki,Total,66611.0
Seinäjoki,Labour force,33349.0
Seinäjoki,Employed,30335.0
Seinäjoki,Unemployed,3014.0
Seinäjoki,Persons outside the labour force,33262.0
Seinäjoki,0-14 years old,10831.0
Seinäjoki,"Students, pupils",5409.0
Seinäjoki,"Conscripts, persons in non-military service",113.0
Seinäjoki,Pensioners,15367.0
Seinäjoki,Other persons outside the labour force,1542.0
Sievi,Total,4603.0
Sievi,Labour force,1972.0
Sievi,Employed,1765.0
Sievi,Unemployed,207.0
Sievi,Persons outside the labour force,2631.0
Sievi,0-14 years old,1004.0
Sievi,"Students, pupils",385.0
Sievi,"Conscripts, persons in non-military service",6.0
Sievi,Pensioners,1132.0
Sievi,Other persons outside the labour force,104.0
Siikainen,Total,1264.0
Siikainen,Labour force,493.0
Siikainen,Employed,427.0
Siikainen,Unemployed,66.0
Siikainen,Persons outside the labour force,771.0
Siikainen,0-14 years old,136.0
Siikainen,"Students, pupils",50.0
Siikainen,"Conscripts, persons in non-military service",2.0
Siikainen,Pensioners,548.0
Siikainen,Other persons outside the labour force,35.0
Siikajoki,Total,4804.0
Siikajoki,Labour force,1966.0
Siikajoki,Employed,1759.0
Siikajoki,Unemployed,207.0
Siikajoki,Persons outside the labour force,2838.0
Siikajoki,0-14 years old,943.0
Siikajoki,"Students, pupils",322.0
Siikajoki,"Conscripts, persons in non-military service",4.0
Siikajoki,Pensioners,1477.0
Siikajoki,Other persons outside the labour force,92.0
Siikalatva,Total,4938.0
Siikalatva,Labour force,2068.0
Siikalatva,Employed,1855.0
Siikalatva,Unemployed,213.0
Siikalatva,Persons outside the labour force,2870.0
Siikalatva,0-14 years old,698.0
Siikalatva,"Students, pupils",241.0
Siikalatva,"Conscripts, persons in non-military service",11.0
Siikalatva,Pensioners,1810.0
Siikalatva,Other persons outside the labour force,110.0
Siilinjärvi,Total,21269.0
Siilinjärvi,Labour force,10111.0
Siilinjärvi,Employed,9127.0
Siilinjärvi,Unemployed,984.0
Siilinjärvi,Persons outside the labour force,11158.0
Siilinjärvi,0-14 years old,3806.0
Siilinjärvi,"Students, pupils",1490.0
Siilinjärvi,"Conscripts, persons in non-military service",28.0
Siilinjärvi,Pensioners,5472.0
Siilinjärvi,Other persons outside the labour force,362.0
Simo,Total,2778.0
Simo,Labour force,1100.0
Simo,Employed,990.0
Simo,Unemployed,110.0
Simo,Persons outside the labour force,1678.0
Simo,0-14 years old,330.0
Simo,"Students, pupils",149.0
Simo,"Conscripts, persons in non-military service",2.0
Simo,Pensioners,1130.0
Simo,Other persons outside the labour force,67.0
Sipoo,Total,22826.0
Sipoo,Labour force,12174.0
Sipoo,Employed,11254.0
Sipoo,Unemployed,920.0
Sipoo,Persons outside the labour force,10652.0
Sipoo,0-14 years old,3810.0
Sipoo,"Students, pupils",1622.0
Sipoo,"Conscripts, persons in non-military service",42.0
Sipoo,Pensioners,4532.0
Sipoo,Other persons outside the labour force,646.0
Siuntio,Total,6182.0
Siuntio,Labour force,3188.0
Siuntio,Employed,2966.0
Siuntio,Unemployed,222.0
Siuntio,Persons outside the labour force,2994.0
Siuntio,0-14 years old,956.0
Siuntio,"Students, pupils",415.0
Siuntio,"Conscripts, persons in non-military service",14.0
Siuntio,Pensioners,1396.0
Siuntio,Other persons outside the labour force,213.0
Sodankylä,Total,8127.0
Sodankylä,Labour force,3887.0
Sodankylä,Employed,3654.0
Sodankylä,Unemployed,233.0
Sodankylä,Persons outside the labour force,4240.0
Sodankylä,0-14 years old,1031.0
Sodankylä,"Students, pupils",341.0
Sodankylä,"Conscripts, persons in non-military service",9.0
Sodankylä,Pensioners,2678.0
Sodankylä,Other persons outside the labour force,181.0
Soini,Total,1800.0
Soini,Labour force,711.0
Soini,Employed,648.0
Soini,Unemployed,63.0
Soini,Persons outside the labour force,1089.0
Soini,0-14 years old,270.0
Soini,"Students, pupils",73.0
Soini,"Conscripts, persons in non-military service",2.0
Soini,Pensioners,700.0
Soini,Other persons outside the labour force,44.0
Somero,Total,8429.0
Somero,Labour force,3527.0
Somero,Employed,3136.0
Somero,Unemployed,391.0
Somero,Persons outside the labour force,4902.0
Somero,0-14 years old,1042.0
Somero,"Students, pupils",423.0
Somero,"Conscripts, persons in non-military service",17.0
Somero,Pensioners,3154.0
Somero,Other persons outside the labour force,266.0
Sonkajärvi,Total,3570.0
Sonkajärvi,Labour force,1437.0
Sonkajärvi,Employed,1245.0
Sonkajärvi,Unemployed,192.0
Sonkajärvi,Persons outside the labour force,2133.0
Sonkajärvi,0-14 years old,396.0
Sonkajärvi,"Students, pupils",155.0
Sonkajärvi,"Conscripts, persons in non-military service",3.0
Sonkajärvi,Pensioners,1520.0
Sonkajärvi,Other persons outside the labour force,59.0
Sotkamo,Total,10185.0
Sotkamo,Labour force,4658.0
Sotkamo,Employed,4302.0
Sotkamo,Unemployed,356.0
Sotkamo,Persons outside the labour force,5527.0
Sotkamo,0-14 years old,1455.0
Sotkamo,"Students, pupils",613.0
Sotkamo,"Conscripts, persons in non-military service",20.0
Sotkamo,Pensioners,3191.0
Sotkamo,Other persons outside the labour force,248.0
Sottunga,Total,101.0
Sottunga,Labour force,41.0
Sottunga,Employed,40.0
Sottunga,Unemployed,1.0
Sottunga,Persons outside the labour force,60.0
Sottunga,0-14 years old,17.0
Sottunga,"Students, pupils",0.0
Sottunga,"Conscripts, persons in non-military service",0.0
Sottunga,Pensioners,38.0
Sottunga,Other persons outside the labour force,5.0
Sulkava,Total,2361.0
Sulkava,Labour force,891.0
Sulkava,Employed,772.0
Sulkava,Unemployed,119.0
Sulkava,Persons outside the labour force,1470.0
Sulkava,0-14 years old,224.0
Sulkava,"Students, pupils",95.0
Sulkava,"Conscripts, persons in non-military service",4.0
Sulkava,Pensioners,1088.0
Sulkava,Other persons outside the labour force,59.0
Sund,Total,1001.0
Sund,Labour force,488.0
Sund,Employed,465.0
Sund,Unemployed,23.0
Sund,Persons outside the labour force,513.0
Sund,0-14 years old,142.0
Sund,"Students, pupils",52.0
Sund,"Conscripts, persons in non-military service",0.0
Sund,Pensioners,281.0
Sund,Other persons outside the labour force,38.0
Suomussalmi,Total,7038.0
Suomussalmi,Labour force,2671.0
Suomussalmi,Employed,2242.0
Suomussalmi,Unemployed,429.0
Suomussalmi,Persons outside the labour force,4367.0
Suomussalmi,0-14 years old,661.0
Suomussalmi,"Students, pupils",254.0
Suomussalmi,"Conscripts, persons in non-military service",1.0
Suomussalmi,Pensioners,3307.0
Suomussalmi,Other persons outside the labour force,144.0
Suonenjoki,Total,6632.0
Suonenjoki,Labour force,2743.0
Suonenjoki,Employed,2458.0
Suonenjoki,Unemployed,285.0
Suonenjoki,Persons outside the labour force,3889.0
Suonenjoki,0-14 years old,817.0
Suonenjoki,"Students, pupils",338.0
Suonenjoki,"Conscripts, persons in non-military service",7.0
Suonenjoki,Pensioners,2560.0
Suonenjoki,Other persons outside the labour force,167.0
Sysmä,Total,3428.0
Sysmä,Labour force,1282.0
Sysmä,Employed,1117.0
Sysmä,Unemployed,165.0
Sysmä,Persons outside the labour force,2146.0
Sysmä,0-14 years old,255.0
Sysmä,"Students, pupils",115.0
Sysmä,"Conscripts, persons in non-military service",6.0
Sysmä,Pensioners,1689.0
Sysmä,Other persons outside the labour force,81.0
Säkylä,Total,6256.0
Säkylä,Labour force,2773.0
Säkylä,Employed,2547.0
Säkylä,Unemployed,226.0
Säkylä,Persons outside the labour force,3483.0
Säkylä,0-14 years old,750.0
Säkylä,"Students, pupils",326.0
Säkylä,"Conscripts, persons in non-military service",8.0
Säkylä,Pensioners,2256.0
Säkylä,Other persons outside the labour force,143.0
Taipalsaari,Total,4596.0
Taipalsaari,Labour force,2094.0
Taipalsaari,Employed,1857.0
Taipalsaari,Unemployed,237.0
Taipalsaari,Persons outside the labour force,2502.0
Taipalsaari,0-14 years old,662.0
Taipalsaari,"Students, pupils",244.0
Taipalsaari,"Conscripts, persons in non-military service",9.0
Taipalsaari,Pensioners,1448.0
Taipalsaari,Other persons outside the labour force,139.0
Taivalkoski,Total,3657.0
Taivalkoski,Labour force,1459.0
Taivalkoski,Employed,1189.0
Taivalkoski,Unemployed,270.0
Taivalkoski,Persons outside the labour force,2198.0
Taivalkoski,0-14 years old,480.0
Taivalkoski,"Students, pupils",221.0
Taivalkoski,"Conscripts, persons in non-military service",8.0
Taivalkoski,Pensioners,1406.0
Taivalkoski,Other persons outside the labour force,83.0
Taivassalo,Total,1692.0
Taivassalo,Labour force,697.0
Taivassalo,Employed,615.0
Taivassalo,Unemployed,82.0
Taivassalo,Persons outside the labour force,995.0
Taivassalo,0-14 years old,209.0
Taivassalo,"Students, pupils",76.0
Taivassalo,"Conscripts, persons in non-military service",0.0
Taivassalo,Pensioners,666.0
Taivassalo,Other persons outside the labour force,44.0
Tammela,Total,5832.0
Tammela,Labour force,2647.0
Tammela,Employed,2407.0
Tammela,Unemployed,240.0
Tammela,Persons outside the labour force,3185.0
Tammela,0-14 years old,755.0
Tammela,"Students, pupils",381.0
Tammela,"Conscripts, persons in non-military service",13.0
Tammela,Pensioners,1908.0
Tammela,Other persons outside the labour force,128.0
Tampere,Total,260180.0
Tampere,Labour force,135571.0
Tampere,Employed,117885.0
Tampere,Unemployed,17686.0
Tampere,Persons outside the labour force,124609.0
Tampere,0-14 years old,32344.0
Tampere,"Students, pupils",28419.0
Tampere,"Conscripts, persons in non-military service",360.0
Tampere,Pensioners,53928.0
Tampere,Other persons outside the labour force,9558.0
Tervo,Total,1388.0
Tervo,Labour force,522.0
Tervo,Employed,454.0
Tervo,Unemployed,68.0
Tervo,Persons outside the labour force,866.0
Tervo,0-14 years old,135.0
Tervo,"Students, pupils",33.0
Tervo,"Conscripts, persons in non-military service",0.0
Tervo,Pensioners,671.0
Tervo,Other persons outside the labour force,27.0
Tervola,Total,2826.0
Tervola,Labour force,1206.0
Tervola,Employed,1081.0
Tervola,Unemployed,125.0
Tervola,Persons outside the labour force,1620.0
Tervola,0-14 years old,425.0
Tervola,"Students, pupils",169.0
Tervola,"Conscripts, persons in non-military service",1.0
Tervola,Pensioners,974.0
Tervola,Other persons outside the labour force,51.0
Teuva,Total,4662.0
Teuva,Labour force,1896.0
Teuva,Employed,1669.0
Teuva,Unemployed,227.0
Teuva,Persons outside the labour force,2766.0
Teuva,0-14 years old,601.0
Teuva,"Students, pupils",233.0
Teuva,"Conscripts, persons in non-military service",6.0
Teuva,Pensioners,1810.0
Teuva,Other persons outside the labour force,116.0
Tohmajärvi,Total,3976.0
Tohmajärvi,Labour force,1623.0
Tohmajärvi,Employed,1327.0
Tohmajärvi,Unemployed,296.0
Tohmajärvi,Persons outside the labour force,2353.0
Tohmajärvi,0-14 years old,492.0
Tohmajärvi,"Students, pupils",175.0
Tohmajärvi,"Conscripts, persons in non-military service",1.0
Tohmajärvi,Pensioners,1588.0
Tohmajärvi,Other persons outside the labour force,97.0
Toholampi,Total,2799.0
Toholampi,Labour force,1134.0
Toholampi,Employed,1034.0
Toholampi,Unemployed,100.0
Toholampi,Persons outside the labour force,1665.0
Toholampi,0-14 years old,477.0
Toholampi,"Students, pupils",187.0
Toholampi,"Conscripts, persons in non-military service",5.0
Toholampi,Pensioners,935.0
Toholampi,Other persons outside the labour force,61.0
Toivakka,Total,2349.0
Toivakka,Labour force,1023.0
Toivakka,Employed,921.0
Toivakka,Unemployed,102.0
Toivakka,Persons outside the labour force,1326.0
Toivakka,0-14 years old,392.0
Toivakka,"Students, pupils",142.0
Toivakka,"Conscripts, persons in non-military service",3.0
Toivakka,Pensioners,748.0
Toivakka,Other persons outside the labour force,41.0
Tornio,Total,20959.0
Tornio,Labour force,9613.0
Tornio,Employed,8696.0
Tornio,Unemployed,917.0
Tornio,Persons outside the labour force,11346.0
Tornio,0-14 years old,3255.0
Tornio,"Students, pupils",1484.0
Tornio,"Conscripts, persons in non-military service",23.0
Tornio,Pensioners,6065.0
Tornio,Other persons outside the labour force,519.0
Turku,Total,206073.0
Turku,Labour force,105433.0
Turku,Employed,90794.0
Turku,Unemployed,14639.0
Turku,Persons outside the labour force,100640.0
Turku,0-14 years old,24917.0
Turku,"Students, pupils",22200.0
Turku,"Conscripts, persons in non-military service",315.0
Turku,Pensioners,45803.0
Turku,Other persons outside the labour force,7405.0
Tuusniemi,Total,2311.0
Tuusniemi,Labour force,840.0
Tuusniemi,Employed,733.0
Tuusniemi,Unemployed,107.0
Tuusniemi,Persons outside the labour force,1471.0
Tuusniemi,0-14 years old,211.0
Tuusniemi,"Students, pupils",94.0
Tuusniemi,"Conscripts, persons in non-military service",3.0
Tuusniemi,Pensioners,1107.0
Tuusniemi,Other persons outside the labour force,56.0
Tuusula,Total,42225.0
Tuusula,Labour force,22329.0
Tuusula,Employed,20413.0
Tuusula,Unemployed,1916.0
Tuusula,Persons outside the labour force,19896.0
Tuusula,0-14 years old,7052.0
Tuusula,"Students, pupils",2992.0
Tuusula,"Conscripts, persons in non-military service",70.0
Tuusula,Pensioners,8687.0
Tuusula,Other persons outside the labour force,1095.0
Tyrnävä,Total,6501.0
Tyrnävä,Labour force,2844.0
Tyrnävä,Employed,2572.0
Tyrnävä,Unemployed,272.0
Tyrnävä,Persons outside the labour force,3657.0
Tyrnävä,0-14 years old,1794.0
Tyrnävä,"Students, pupils",568.0
Tyrnävä,"Conscripts, persons in non-military service",11.0
Tyrnävä,Pensioners,1136.0
Tyrnävä,Other persons outside the labour force,148.0
Ulvila,Total,12382.0
Ulvila,Labour force,5635.0
Ulvila,Employed,5126.0
Ulvila,Unemployed,509.0
Ulvila,Persons outside the labour force,6747.0
Ulvila,0-14 years old,1943.0
Ulvila,"Students, pupils",760.0
Ulvila,"Conscripts, persons in non-military service",12.0
Ulvila,Pensioners,3789.0
Ulvila,Other persons outside the labour force,243.0
Urjala,Total,4493.0
Urjala,Labour force,1864.0
Urjala,Employed,1647.0
Urjala,Unemployed,217.0
Urjala,Persons outside the labour force,2629.0
Urjala,0-14 years old,531.0
Urjala,"Students, pupils",241.0
Urjala,"Conscripts, persons in non-military service",9.0
Urjala,Pensioners,1681.0
Urjala,Other persons outside the labour force,167.0
Utajärvi,Total,2466.0
Utajärvi,Labour force,994.0
Utajärvi,Employed,858.0
Utajärvi,Unemployed,136.0
Utajärvi,Persons outside the labour force,1472.0
Utajärvi,0-14 years old,356.0
Utajärvi,"Students, pupils",132.0
Utajärvi,"Conscripts, persons in non-military service",1.0
Utajärvi,Pensioners,933.0
Utajärvi,Other persons outside the labour force,50.0
Utsjoki,Total,1137.0
Utsjoki,Labour force,511.0
Utsjoki,Employed,473.0
Utsjoki,Unemployed,38.0
Utsjoki,Persons outside the labour force,626.0
Utsjoki,0-14 years old,137.0
Utsjoki,"Students, pupils",61.0
Utsjoki,"Conscripts, persons in non-military service",1.0
Utsjoki,Pensioners,383.0
Utsjoki,Other persons outside the labour force,44.0
Uurainen,Total,3657.0
Uurainen,Labour force,1606.0
Uurainen,Employed,1418.0
Uurainen,Unemployed,188.0
Uurainen,Persons outside the labour force,2051.0
Uurainen,0-14 years old,873.0
Uurainen,"Students, pupils",255.0
Uurainen,"Conscripts, persons in non-military service",5.0
Uurainen,Pensioners,835.0
Uurainen,Other persons outside the labour force,83.0
Nykarleby,Total,7439.0
Nykarleby,Labour force,3374.0
Nykarleby,Employed,3208.0
Nykarleby,Unemployed,166.0
Nykarleby,Persons outside the labour force,4065.0
Nykarleby,0-14 years old,1287.0
Nykarleby,"Students, pupils",483.0
Nykarleby,"Conscripts, persons in non-military service",9.0
Nykarleby,Pensioners,2044.0
Nykarleby,Other persons outside the labour force,242.0
Uusikaupunki,Total,14814.0
Uusikaupunki,Labour force,6619.0
Uusikaupunki,Employed,5893.0
Uusikaupunki,Unemployed,726.0
Uusikaupunki,Persons outside the labour force,8195.0
Uusikaupunki,0-14 years old,1888.0
Uusikaupunki,"Students, pupils",807.0
Uusikaupunki,"Conscripts, persons in non-military service",26.0
Uusikaupunki,Pensioners,5081.0
Uusikaupunki,Other persons outside the labour force,393.0
Vaala,Total,2581.0
Vaala,Labour force,981.0
Vaala,Employed,814.0
Vaala,Unemployed,167.0
Vaala,Persons outside the labour force,1600.0
Vaala,0-14 years old,282.0
Vaala,"Students, pupils",102.0
Vaala,"Conscripts, persons in non-military service",2.0
Vaala,Pensioners,1159.0
Vaala,Other persons outside the labour force,55.0
Vaasa,Total,70361.0
Vaasa,Labour force,35083.0
Vaasa,Employed,32052.0
Vaasa,Unemployed,3031.0
Vaasa,Persons outside the labour force,35278.0
Vaasa,0-14 years old,9725.0
Vaasa,"Students, pupils",7895.0
Vaasa,"Conscripts, persons in non-military service",90.0
Vaasa,Pensioners,15391.0
Vaasa,Other persons outside the labour force,2177.0
Valkeakoski,Total,20847.0
Valkeakoski,Labour force,9478.0
Valkeakoski,Employed,8321.0
Valkeakoski,Unemployed,1157.0
Valkeakoski,Persons outside the labour force,11369.0
Valkeakoski,0-14 years old,2952.0
Valkeakoski,"Students, pupils",1455.0
Valkeakoski,"Conscripts, persons in non-military service",29.0
Valkeakoski,Pensioners,6332.0
Valkeakoski,Other persons outside the labour force,601.0
Vantaa,Total,251269.0
Vantaa,Labour force,134799.0
Vantaa,Employed,117082.0
Vantaa,Unemployed,17717.0
Vantaa,Persons outside the labour force,116470.0
Vantaa,0-14 years old,40780.0
Vantaa,"Students, pupils",20588.0
Vantaa,"Conscripts, persons in non-military service",262.0
Vantaa,Pensioners,42868.0
Vantaa,Other persons outside the labour force,11972.0
Varkaus,Total,19669.0
Varkaus,Labour force,8319.0
Varkaus,Employed,6915.0
Varkaus,Unemployed,1404.0
Varkaus,Persons outside the labour force,11350.0
Varkaus,0-14 years old,2160.0
Varkaus,"Students, pupils",1071.0
Varkaus,"Conscripts, persons in non-military service",14.0
Varkaus,Pensioners,7455.0
Varkaus,Other persons outside the labour force,650.0
Vehmaa,Total,2246.0
Vehmaa,Labour force,1018.0
Vehmaa,Employed,926.0
Vehmaa,Unemployed,92.0
Vehmaa,Persons outside the labour force,1228.0
Vehmaa,0-14 years old,304.0
Vehmaa,"Students, pupils",120.0
Vehmaa,"Conscripts, persons in non-military service",2.0
Vehmaa,Pensioners,752.0
Vehmaa,Other persons outside the labour force,50.0
Vesanto,Total,1851.0
Vesanto,Labour force,679.0
Vesanto,Employed,579.0
Vesanto,Unemployed,100.0
Vesanto,Persons outside the labour force,1172.0
Vesanto,0-14 years old,152.0
Vesanto,"Students, pupils",87.0
Vesanto,"Conscripts, persons in non-military service",3.0
Vesanto,Pensioners,882.0
Vesanto,Other persons outside the labour force,48.0
Vesilahti,Total,4511.0
Vesilahti,Labour force,2257.0
Vesilahti,Employed,2075.0
Vesilahti,Unemployed,182.0
Vesilahti,Persons outside the labour force,2254.0
Vesilahti,0-14 years old,840.0
Vesilahti,"Students, pupils",328.0
Vesilahti,"Conscripts, persons in non-military service",7.0
Vesilahti,Pensioners,970.0
Vesilahti,Other persons outside the labour force,109.0
Veteli,Total,2931.0
Veteli,Labour force,1258.0
Veteli,Employed,1173.0
Veteli,Unemployed,85.0
Veteli,Persons outside the labour force,1673.0
Veteli,0-14 years old,391.0
Veteli,"Students, pupils",179.0
Veteli,"Conscripts, persons in non-military service",4.0
Veteli,Pensioners,1040.0
Veteli,Other persons outside the labour force,59.0
Vieremä,Total,3352.0
Vieremä,Labour force,1571.0
Vieremä,Employed,1395.0
Vieremä,Unemployed,176.0
Vieremä,Persons outside the labour force,1781.0
Vieremä,0-14 years old,481.0
Vieremä,"Students, pupils",135.0
Vieremä,"Conscripts, persons in non-military service",5.0
Vieremä,Pensioners,1100.0
Vieremä,Other persons outside the labour force,60.0
Vihti,Total,28799.0
Vihti,Labour force,14731.0
Vihti,Employed,13386.0
Vihti,Unemployed,1345.0
Vihti,Persons outside the labour force,14068.0
Vihti,0-14 years old,4637.0
Vihti,"Students, pupils",1943.0
Vihti,"Conscripts, persons in non-military service",52.0
Vihti,Pensioners,6772.0
Vihti,Other persons outside the labour force,664.0
Viitasaari,Total,5764.0
Viitasaari,Labour force,2317.0
Viitasaari,Employed,2031.0
Viitasaari,Unemployed,286.0
Viitasaari,Persons outside the labour force,3447.0
Viitasaari,0-14 years old,643.0
Viitasaari,"Students, pupils",218.0
Viitasaari,"Conscripts, persons in non-military service",1.0
Viitasaari,Pensioners,2461.0
Viitasaari,Other persons outside the labour force,124.0
Vimpeli,Total,2607.0
Vimpeli,Labour force,1092.0
Vimpeli,Employed,1006.0
Vimpeli,Unemployed,86.0
Vimpeli,Persons outside the labour force,1515.0
Vimpeli,0-14 years old,319.0
Vimpeli,"Students, pupils",153.0
Vimpeli,"Conscripts, persons in non-military service",10.0
Vimpeli,Pensioners,976.0
Vimpeli,Other persons outside the labour force,57.0
Virolahti,Total,2831.0
Virolahti,Labour force,1187.0
Virolahti,Employed,1002.0
Virolahti,Unemployed,185.0
Virolahti,Persons outside the labour force,1644.0
Virolahti,0-14 years old,279.0
Virolahti,"Students, pupils",147.0
Virolahti,"Conscripts, persons in non-military service",6.0
Virolahti,Pensioners,1132.0
Virolahti,Other persons outside the labour force,80.0
Virrat,Total,6190.0
Virrat,Labour force,2476.0
Virrat,Employed,2217.0
Virrat,Unemployed,259.0
Virrat,Persons outside the labour force,3714.0
Virrat,0-14 years old,680.0
Virrat,"Students, pupils",314.0
Virrat,"Conscripts, persons in non-military service",11.0
Virrat,Pensioners,2566.0
Virrat,Other persons outside the labour force,143.0
Vårdö,Total,459.0
Vårdö,Labour force,233.0
Vårdö,Employed,218.0
Vårdö,Unemployed,15.0
Vårdö,Persons outside the labour force,226.0
Vårdö,0-14 years old,65.0
Vårdö,"Students, pupils",24.0
Vårdö,"Conscripts, persons in non-military service",0.0
Vårdö,Pensioners,121.0
Vårdö,Other persons outside the labour force,16.0
Vörå,Total,6210.0
Vörå,Labour force,2848.0
Vörå,Employed,2690.0
Vörå,Unemployed,158.0
Vörå,Persons outside the labour force,3362.0
Vörå,0-14 years old,1031.0
Vörå,"Students, pupils",350.0
Vörå,"Conscripts, persons in non-military service",10.0
Vörå,Pensioners,1814.0
Vörå,Other persons outside the labour force,157.0
Ylitornio,Total,3721.0
Ylitornio,Labour force,1442.0
Ylitornio,Employed,1256.0
Ylitornio,Unemployed,186.0
Ylitornio,Persons outside the labour force,2279.0
Ylitornio,0-14 years old,370.0
Ylitornio,"Students, pupils",173.0
Ylitornio,"Conscripts, persons in non-military service",4.0
Ylitornio,Pensioners,1648.0
Ylitornio,Other persons outside the labour force,84.0
Ylivieska,Total,15406.0
Ylivieska,Labour force,7126.0
Ylivieska,Employed,6394.0
Ylivieska,Unemployed,732.0
Ylivieska,Persons outside the labour force,8280.0
Ylivieska,0-14 years old,2981.0
Ylivieska,"Students, pupils",1031.0
Ylivieska,"Conscripts, persons in non-military service",32.0
Ylivieska,Pensioners,3923.0
Ylivieska,Other persons outside the labour force,313.0
Ylöjärvi,Total,33704.0
Ylöjärvi,Labour force,16613.0
Ylöjärvi,Employed,15314.0
Ylöjärvi,Unemployed,1299.0
Ylöjärvi,Persons outside the labour force,17091.0
Ylöjärvi,0-14 years old,6485.0
