Area,Income decile,value
Utajärvi,VI,222.0
Utsjoki,VI,128.0
Uurainen,VI,356.0
Nykarleby,VI,837.0
Uusikaupunki,VI,1606.0
Vaala,VI,261.0
Vaasa,VI,6699.0
Valkeakoski,VI,2427.0
Vantaa,VI,23924.0
Varkaus,VI,2076.0
Vehmaa,VI,195.0
Vesanto,VI,167.0
Vesilahti,VI,441.0
Veteli,VI,302.0
Vieremä,VI,328.0
Vihti,VI,2872.0
Viitasaari,VI,583.0
Vimpeli,VI,324.0
Virolahti,VI,320.0
Virrat,VI,584.0
Vårdö,VI,57.0
Vörå,VI,670.0
Ylitornio,VI,384.0
Ylivieska,VI,1772.0
Ylöjärvi,VI,3914.0
Ypäjä,VI,212.0
Ähtäri,VI,547.0
Äänekoski,VI,1939.0
MK01 Uusimaa,VI,155225.0
MK02 Southwest Finland,VI,49362.0
MK04 Satakunta,VI,22299.0
MK05 Kanta-Häme,VI,18028.0
MK06 Pirkanmaa,VI,54084.0
MK07 Päijät-Häme,VI,20081.0
MK08 Kymenlaakso,VI,16650.0
MK09 South Karelia,VI,12494.0
MK10 South Savo,VI,13417.0
MK11 North Savo,VI,25301.0
MK12 North Karelia,VI,15921.0
MK13 Central Finland,VI,27656.0
MK14 South Ostrobothnia,VI,20759.0
MK15 Ostrobothnia,VI,19083.0
MK16 Central Ostrobothnia,VI,7324.0
MK17 North Ostrobothnia,VI,43336.0
MK18 Kainuu,VI,7393.0
MK19 Lapland,VI,18866.0
MK21 Åland,VI,3265.0
HVA01 East Uusimaa wellbeing services county,VI,9913.0
HVA02 Central Uusimaa wellbeing services county,VI,22060.0
HVA03 West Uusimaa wellbeing services county,VI,41793.0
HVA04 Vantaa and Kerava wellbeing services county,VI,28084.0
HVA05 Southwest Finland wellbeing services county,VI,49362.0
HVA06 Satakunta wellbeing services county,VI,22299.0
HVA07 Kanta-Häme wellbeing services county,VI,18028.0
HVA08 Pirkanmaa wellbeing services county,VI,54084.0
HVA09 Päijät-Häme wellbeing services county,VI,20081.0
HVA10 Kymenlaakso wellbeing services county,VI,16650.0
HVA11 South Karelia wellbeing services county,VI,12494.0
HVA12 South Savo wellbeing services county,VI,13417.0
HVA13 North Savo wellbeing services county,VI,25301.0
HVA14 North Karelia wellbeing services county,VI,15921.0
HVA15 Central Finland wellbeing services county,VI,27656.0
HVA16 South Ostrobothnia wellbeing services county,VI,20759.0
HVA17 Ostrobothnia wellbeing services county,VI,19083.0
HVA18 Central Ostrobothnia wellbeing services county,VI,7324.0
HVA19 North Ostrobothnia wellbeing services county,VI,43336.0
HVA20 Kainuu wellbeing services county,VI,7393.0
HVA21 Lapland wellbeing services county,VI,18866.0
HVA90 City of Helsinki,VI,53375.0
HVA91 Åland,VI,3265.0
SK011 Helsinki,VI,143137.0
SK014 Raasepori,VI,4381.0
SK015 Porvoo,VI,6020.0
SK016 Loviisa,VI,1687.0
SK021 Åboland-Turunmaa,VI,2318.0
SK022 Salo,VI,5986.0
SK023 Turku,VI,34500.0
SK024 Vakka-Suomi,VI,3207.0
SK025 Loimaa,VI,3351.0
SK041 Rauma,VI,6960.0
SK043 Pori,VI,13639.0
SK044 Pohjois-Satakunta,VI,1700.0
SK051 Hämeenlinna,VI,10171.0
SK052 Riihimäki,VI,4597.0
SK053 Forssa,VI,3260.0
SK061 Luoteis-Pirkanmaa,VI,1396.0
SK063 Etelä-Pirkanmaa,VI,4633.0
SK064 Tampere,VI,43290.0
SK068 Lounais-Pirkanmaa,VI,2683.0
SK069 Ylä-Pirkanmaa,VI,2082.0
SK071 Lahti,VI,20081.0
SK081 Kouvola,VI,8736.0
SK082 Kotka-Hamina,VI,7914.0
SK091 Lappeenranta,VI,8734.0
SK093 Imatra,VI,3760.0
SK101 Mikkeli,VI,7187.0
SK103 Savonlinna,VI,3864.0
SK105 Pieksämäki,VI,2366.0
SK111 Ylä-Savo,VI,5080.0
SK112 Kuopio,VI,15062.0
SK113 Koillis-Savo,VI,576.0
SK114 Varkaus,VI,3444.0
SK115 Sisä-Savo,VI,1139.0
SK122 Joensuu,VI,12738.0
SK124 Keski-Karjala,VI,1389.0
SK125 Pielisen Karjala,VI,1794.0
SK131 Jyväskylä,VI,19346.0
SK132 Joutsa,VI,432.0
SK133 Keuruu,VI,1111.0
SK134 Jämsä,VI,2083.0
SK135 Äänekoski,VI,2133.0
SK138 Saarijärvi-Viitasaari,VI,2551.0
SK141 Suupohja,VI,1929.0
SK142 Seinäjoki,VI,14999.0
SK144 Kuusiokunnat,VI,1953.0
SK146 Järviseutu,VI,1878.0
SK152 Vaasa,VI,11692.0
SK153 Sydösterbotten,VI,1714.0
SK154 Jakobstadsregionen,VI,5677.0
SK161 Kaustinen,VI,1390.0
SK162 Kokkola,VI,5934.0
SK171 Oulu,VI,27208.0
SK173 Oulunkaari,VI,2197.0
SK174 Raahe,VI,3442.0
SK175 Haapavesi-Siikalatva,VI,1441.0
SK176 Nivala-Haapajärvi,VI,2822.0
SK177 Ylivieska,VI,4380.0
SK178 Koillismaa,VI,1846.0
SK181 Kehys-Kainuu,VI,1903.0
SK182 Kajaani,VI,5490.0
SK191 Rovaniemi,VI,7525.0
SK192 Kemi-Tornio,VI,5955.0
SK193 Torniolaakso,VI,671.0
SK194 Itä-Lappi,VI,1534.0
SK196 Tunturi-Lappi,VI,1444.0
SK197 Pohjois-Lappi,VI,1737.0
SK211 Mariehamns stad,VI,1140.0
SK212 Ålands landsbygd,VI,1911.0
SK213 Ålands skärgård,VI,214.0
Akaa,VII,1720.0
Alajärvi,VII,771.0
Alavieska,VII,228.0
Alavus,VII,894.0
Asikkala,VII,721.0
Askola,VII,570.0
Aura,VII,470.0
Brändö,VII,58.0
Eckerö,VII,95.0
Enonkoski,VII,147.0
Enontekiö,VII,155.0
Espoo,VII,27535.0
Eura,VII,1174.0
Eurajoki,VII,991.0
Evijärvi,VII,187.0
Finström,VII,323.0
Forssa,VII,1412.0
Föglö,VII,81.0
Geta,VII,66.0
Haapajärvi,VII,554.0
Haapavesi,VII,570.0
Hailuoto,VII,101.0
Halsua,VII,101.0
Hamina,VII,1930.0
Hammarland,VII,187.0
Hankasalmi,VII,392.0
Hanko,VII,852.0
Harjavalta,VII,682.0
Hartola,VII,206.0
Hattula,VII,1058.0
Hausjärvi,VII,859.0
Heinola,VII,1578.0
Heinävesi,VII,203.0
Helsinki,VII,58060.0
Hirvensalmi,VII,178.0
Hollola,VII,2575.0
Huittinen,VII,869.0
Humppila,VII,216.0
Hyrynsalmi,VII,181.0
Hyvinkää,VII,4978.0
Hämeenkyrö,VII,1188.0
Hämeenlinna,VII,6936.0
Ii,VII,1023.0
Iisalmi,VII,1999.0
Iitti,VII,655.0
Ikaalinen,VII,654.0
Ilmajoki,VII,1487.0
Ilomantsi,VII,325.0
Imatra,VII,2383.0
Inari,VII,798.0
Ingå,VII,597.0
Isojoki,VII,156.0
Isokyrö,VII,411.0
Janakkala,VII,1797.0
Joensuu,VII,6834.0
Jokioinen,VII,515.0
Jomala,VII,837.0
Joroinen,VII,377.0
Joutsa,VII,368.0
Juuka,VII,359.0
Juupajoki,VII,145.0
Juva,VII,513.0
Jyväskylä,VII,13886.0
Jämijärvi,VII,177.0
Jämsä,VII,1968.0
Järvenpää,VII,5325.0
Kaarina,VII,4557.0
Kaavi,VII,210.0
Kajaani,VII,3846.0
Kalajoki,VII,1213.0
Kangasala,VII,3979.0
Kangasniemi,VII,411.0
Kankaanpää,VII,1052.0
Kannonkoski,VII,106.0
Kannus,VII,540.0
Karijoki,VII,109.0
Karkkila,VII,834.0
Karstula,VII,304.0
Karvia,VII,198.0
Kaskinen,VII,105.0
Kauhajoki,VII,1060.0
Kauhava,VII,1477.0
Kauniainen,VII,624.0
Kaustinen,VII,442.0
Keitele,VII,172.0
Kemi,VII,1825.0
Kemijärvi,VII,643.0
Keminmaa,VII,971.0
Kimitoön,VII,648.0
Kempele,VII,2245.0
Kerava,VII,4113.0
Keuruu,VII,814.0
Kihniö,VII,148.0
Kinnula,VII,153.0
Kirkkonummi,VII,4282.0
Kitee,VII,778.0
Kittilä,VII,715.0
Kiuruvesi,VII,596.0
Kivijärvi,VII,76.0
Kokemäki,VII,603.0
Kokkola,VII,5356.0
Kolari,VII,402.0
Konnevesi,VII,207.0
Kontiolahti,VII,1852.0
Korsnäs,VII,188.0
Koski Tl,VII,207.0
Kotka,VII,4863.0
Kouvola,VII,8272.0
Kristinestad,VII,544.0
Kronoby,VII,744.0
Kuhmo,VII,627.0
Kuhmoinen,VII,144.0
Kumlinge,VII,35.0
Kuopio,VII,12385.0
Kuortane,VII,314.0
Kurikka,VII,1912.0
Kustavi,VII,78.0
Kuusamo,VII,1470.0
Kyyjärvi,VII,81.0
Kärkölä,VII,405.0
Kärsämäki,VII,200.0
Kökar,VII,21.0
Lahti,VII,11010.0
Laihia,VII,947.0
Laitila,VII,795.0
Lapinjärvi,VII,227.0
Lapinlahti,VII,832.0
Lappajärvi,VII,197.0
Lappeenranta,VII,7209.0
Lapua,VII,1418.0
Laukaa,VII,2066.0
Lemi,VII,285.0
Lemland,VII,240.0
Lempäälä,VII,2940.0
Leppävirta,VII,961.0
Lestijärvi,VII,84.0
Lieksa,VII,833.0
Lieto,VII,2460.0
Liminka,VII,1193.0
Liperi,VII,1154.0
Lohja,VII,4875.0
Loimaa,VII,1444.0
Loppi,VII,797.0
Loviisa,VII,1471.0
Luhanka,VII,55.0
Lumijoki,VII,171.0
Lumparland,VII,28.0
Larsmo,VII,667.0
Luumäki,VII,437.0
Malax,VII,584.0
Mariehamn,VII,1218.0
Marttila,VII,246.0
Masku,VII,1191.0
Merijärvi,VII,112.0
Merikarvia,VII,238.0
Miehikkälä,VII,175.0
Mikkeli,VII,5265.0
Muhos,VII,824.0
Multia,VII,109.0
Muonio,VII,272.0
Korsholm,VII,2591.0
Muurame,VII,1276.0
Mynämäki,VII,885.0
Myrskylä,VII,186.0
Mäntsälä,VII,2518.0
Mänttä-Vilppula,VII,876.0
Mäntyharju,VII,583.0
Naantali,VII,2236.0
Nakkila,VII,544.0
Nivala,VII,872.0
Nokia,VII,4393.0
Nousiainen,VII,655.0
Nurmes,VII,783.0
Nurmijärvi,VII,5202.0
Närpes,VII,860.0
Orimattila,VII,1566.0
Oripää,VII,154.0
Orivesi,VII,956.0
Oulainen,VII,615.0
Oulu,VII,21179.0
Outokumpu,VII,498.0
Padasjoki,VII,228.0
Paimio,VII,1418.0
Paltamo,VII,283.0
Pargas,VII,1736.0
Parikkala,VII,373.0
Parkano,VII,542.0
Pedersöre,VII,1248.0
Pelkosenniemi,VII,80.0
Pello,VII,288.0
Perho,VII,195.0
Petäjävesi,VII,308.0
Pieksämäki,VII,1544.0
Pielavesi,VII,313.0
Jakobstad,VII,2076.0
Pihtipudas,VII,286.0
Pirkkala,VII,2297.0
Polvijärvi,VII,298.0
Pomarkku,VII,176.0
Pori,VII,7891.0
Pornainen,VII,675.0
Porvoo,VII,5736.0
Posio,VII,268.0
Pudasjärvi,VII,624.0
Pukkila,VII,167.0
Punkalaidun,VII,187.0
Puolanka,VII,203.0
Puumala,VII,194.0
Pyhtää,VII,568.0
Pyhäjoki,VII,326.0
Pyhäjärvi,VII,417.0
Pyhäntä,VII,151.0
Pyhäranta,VII,225.0
Pälkäne,VII,648.0
Pöytyä,VII,707.0
Raahe,VII,2578.0
Raseborg,VII,2899.0
Raisio,VII,2869.0
Rantasalmi,VII,258.0
Ranua,VII,304.0
Rauma,VII,4287.0
Rautalampi,VII,223.0
Rautavaara,VII,128.0
Rautjärvi,VII,289.0
Reisjärvi,VII,245.0
Riihimäki,VII,3086.0
Ristijärvi,VII,125.0
Rovaniemi,VII,6783.0
Ruokolahti,VII,450.0
Ruovesi,VII,345.0
Rusko,VII,861.0
Rääkkylä,VII,123.0
Saarijärvi,VII,711.0
Salla,VII,354.0
Salo,VII,5011.0
Saltvik,VII,230.0
Sastamala,VII,2239.0
Sauvo,VII,287.0
Savitaipale,VII,275.0
Savonlinna,VII,3007.0
Savukoski,VII,101.0
Seinäjoki,VII,7320.0
Sievi,VII,395.0
Siikainen,VII,97.0
Siikajoki,VII,471.0
Siikalatva,VII,467.0
Siilinjärvi,VII,2506.0
Simo,VII,323.0
Sipoo,VII,2357.0
Siuntio,VII,708.0
Sodankylä,VII,899.0
Soini,VII,162.0
Somero,VII,833.0
Sonkajärvi,VII,399.0
Sotkamo,VII,1081.0
Sottunga,VII,15.0
Sulkava,VII,240.0
Sund,VII,115.0
Suomussalmi,VII,621.0
Suonenjoki,VII,632.0
Sysmä,VII,256.0
Säkylä,VII,641.0
Taipalsaari,VII,525.0
Taivalkoski,VII,342.0
Taivassalo,VII,182.0
Tammela,VII,667.0
Tampere,VII,23224.0
Tervo,VII,98.0
Tervola,VII,298.0
Teuva,VII,421.0
Tohmajärvi,VII,353.0
Toholampi,VII,275.0
Toivakka,VII,209.0
Tornio,VII,2457.0
Turku,VII,17569.0
Tuusniemi,VII,197.0
Tuusula,VII,4870.0
Tyrnävä,VII,549.0
Ulvila,VII,1205.0
Urjala,VII,452.0
Utajärvi,VII,221.0
Utsjoki,VII,98.0
Uurainen,VII,428.0
Nykarleby,VII,763.0
Uusikaupunki,VII,1537.0
Vaala,VII,240.0
Vaasa,VII,6934.0
Valkeakoski,VII,2376.0
Vantaa,VII,25092.0
Varkaus,VII,1827.0
Vehmaa,VII,233.0
Vesanto,VII,174.0
Vesilahti,VII,574.0
Veteli,VII,283.0
Vieremä,VII,351.0
Vihti,VII,3302.0
Viitasaari,VII,543.0
Vimpeli,VII,265.0
Virolahti,VII,252.0
Virrat,VII,504.0
Vårdö,VII,25.0
Vörå,VII,704.0
Ylitornio,VII,283.0
Ylivieska,VII,1607.0
Ylöjärvi,VII,4196.0
Ypäjä,VII,186.0
Ähtäri,VII,468.0
Äänekoski,VII,1649.0
MK01 Uusimaa,VII,168055.0
MK02 Southwest Finland,VII,49494.0
MK04 Satakunta,VII,20825.0
MK05 Kanta-Häme,VII,17529.0
MK06 Pirkanmaa,VII,54727.0
MK07 Päijät-Häme,VII,19200.0
MK08 Kymenlaakso,VII,16060.0
MK09 South Karelia,VII,12226.0
MK10 South Savo,VII,12340.0
MK11 North Savo,VII,24380.0
MK12 North Karelia,VII,14393.0
MK13 Central Finland,VII,25995.0
MK14 South Ostrobothnia,VII,19029.0
MK15 Ostrobothnia,VII,18955.0
MK16 Central Ostrobothnia,VII,7276.0
MK17 North Ostrobothnia,VII,41203.0
MK18 Kainuu,VII,6967.0
MK19 Lapland,VII,18317.0
MK21 Åland,VII,3574.0
HVA01 East Uusimaa wellbeing services county,VII,10714.0
HVA02 Central Uusimaa wellbeing services county,VII,23568.0
HVA03 West Uusimaa wellbeing services county,VII,46508.0
HVA04 Vantaa and Kerava wellbeing services county,VII,29205.0
HVA05 Southwest Finland wellbeing services county,VII,49494.0
HVA06 Satakunta wellbeing services county,VII,20825.0
HVA07 Kanta-Häme wellbeing services county,VII,17529.0
HVA08 Pirkanmaa wellbeing services county,VII,54727.0
HVA09 Päijät-Häme wellbeing services county,VII,19200.0
HVA10 Kymenlaakso wellbeing services county,VII,16060.0
HVA11 South Karelia wellbeing services county,VII,12226.0
HVA12 South Savo wellbeing services county,VII,12340.0
HVA13 North Savo wellbeing services county,VII,24380.0
HVA14 North Karelia wellbeing services county,VII,14393.0
HVA15 Central Finland wellbeing services county,VII,25995.0
HVA16 South Ostrobothnia wellbeing services county,VII,19029.0
HVA17 Ostrobothnia wellbeing services county,VII,18955.0
HVA18 Central Ostrobothnia wellbeing services county,VII,7276.0
HVA19 North Ostrobothnia wellbeing services county,VII,41203.0
HVA20 Kainuu wellbeing services county,VII,6967.0
HVA21 Lapland wellbeing services county,VII,18317.0
HVA90 City of Helsinki,VII,58060.0
HVA91 Åland,VII,3574.0
SK011 Helsinki,VII,155350.0
SK014 Raasepori,VII,4348.0
SK015 Porvoo,VII,6659.0
SK016 Loviisa,VII,1698.0
SK021 Åboland-Turunmaa,VII,2384.0
SK022 Salo,VII,5844.0
SK023 Turku,VII,34988.0
SK024 Vakka-Suomi,VII,3050.0
SK025 Loimaa,VII,3228.0
SK041 Rauma,VII,7093.0
SK043 Pori,VII,12208.0
SK044 Pohjois-Satakunta,VII,1524.0
SK051 Hämeenlinna,VII,9791.0
SK052 Riihimäki,VII,4742.0
SK053 Forssa,VII,2996.0
SK061 Luoteis-Pirkanmaa,VII,1344.0
SK063 Etelä-Pirkanmaa,VII,4548.0
SK064 Tampere,VII,44539.0
SK068 Lounais-Pirkanmaa,VII,2426.0
SK069 Ylä-Pirkanmaa,VII,1870.0
SK071 Lahti,VII,19200.0
SK081 Kouvola,VII,8272.0
SK082 Kotka-Hamina,VII,7788.0
SK091 Lappeenranta,VII,8731.0
SK093 Imatra,VII,3495.0
SK101 Mikkeli,VII,6631.0
SK103 Savonlinna,VII,3652.0
SK105 Pieksämäki,VII,2057.0
SK111 Ylä-Savo,VII,4662.0
SK112 Kuopio,VII,14891.0
SK113 Koillis-Savo,VII,535.0
SK114 Varkaus,VII,3165.0
SK115 Sisä-Savo,VII,1127.0
SK122 Joensuu,VII,11523.0
SK124 Keski-Karjala,VII,1254.0
SK125 Pielisen Karjala,VII,1616.0
SK131 Jyväskylä,VII,18565.0
SK132 Joutsa,VII,423.0
SK133 Keuruu,VII,923.0
SK134 Jämsä,VII,1968.0
SK135 Äänekoski,VII,1856.0
SK138 Saarijärvi-Viitasaari,VII,2260.0
SK141 Suupohja,VII,1746.0
SK142 Seinäjoki,VII,14025.0
SK144 Kuusiokunnat,VII,1676.0
SK146 Järviseutu,VII,1582.0
SK152 Vaasa,VII,11948.0
SK153 Sydösterbotten,VII,1509.0
SK154 Jakobstadsregionen,VII,5498.0
SK161 Kaustinen,VII,1380.0
SK162 Kokkola,VII,5896.0
SK171 Oulu,VII,26262.0
SK173 Oulunkaari,VII,2108.0
SK174 Raahe,VII,3375.0
SK175 Haapavesi-Siikalatva,VII,1188.0
SK176 Nivala-Haapajärvi,VII,2288.0
SK177 Ylivieska,VII,4170.0
SK178 Koillismaa,VII,1812.0
SK181 Kehys-Kainuu,VII,1632.0
SK182 Kajaani,VII,5335.0
SK191 Rovaniemi,VII,7087.0
SK192 Kemi-Tornio,VII,5874.0
SK193 Torniolaakso,VII,571.0
SK194 Itä-Lappi,VII,1446.0
SK196 Tunturi-Lappi,VII,1544.0
SK197 Pohjois-Lappi,VII,1795.0
SK211 Mariehamns stad,VII,1218.0
SK212 Ålands landsbygd,VII,2121.0
SK213 Ålands skärgård,VII,235.0
Akaa,VIII,1664.0
Alajärvi,VIII,775.0
Alavieska,VIII,168.0
Alavus,VIII,748.0
Asikkala,VIII,732.0
Askola,VIII,571.0
Aura,VIII,397.0
Brändö,VIII,48.0
Eckerö,VIII,104.0
Enonkoski,VIII,101.0
Enontekiö,VIII,178.0
Espoo,VIII,33361.0
Eura,VIII,1168.0
Eurajoki,VIII,1062.0
Evijärvi,VIII,209.0
Finström,VIII,299.0
Forssa,VIII,1292.0
Föglö,VIII,53.0
Geta,VIII,51.0
Haapajärvi,VIII,539.0
Haapavesi,VIII,506.0
Hailuoto,VIII,102.0
Halsua,VIII,79.0
Hamina,VIII,1843.0
Hammarland,VIII,205.0
Hankasalmi,VIII,413.0
Hanko,VIII,850.0
Harjavalta,VIII,593.0
Hartola,VIII,189.0
Hattula,VIII,1100.0
Hausjärvi,VIII,944.0
Heinola,VIII,1552.0
Heinävesi,VIII,224.0
Helsinki,VIII,66919.0
Hirvensalmi,VIII,132.0
Hollola,VIII,2546.0
Huittinen,VIII,791.0
Humppila,VIII,195.0
Hyrynsalmi,VIII,161.0
Hyvinkää,VIII,5135.0
Hämeenkyrö,VIII,1058.0
Hämeenlinna,VIII,6908.0
Ii,VIII,887.0
Iisalmi,VIII,1712.0
Iitti,VIII,517.0
Ikaalinen,VIII,558.0
Ilmajoki,VIII,1335.0
Ilomantsi,VIII,342.0
Imatra,VIII,2250.0
Inari,VIII,823.0
Ingå,VIII,671.0
Isojoki,VIII,161.0
Isokyrö,VIII,443.0
Janakkala,VIII,1764.0
Joensuu,VIII,6279.0
Jokioinen,VIII,527.0
Jomala,VIII,756.0
Joroinen,VIII,353.0
Joutsa,VIII,312.0
Juuka,VIII,289.0
Juupajoki,VIII,152.0
Juva,VIII,511.0
Jyväskylä,VIII,13350.0
Jämijärvi,VIII,125.0
Jämsä,VIII,1752.0
Järvenpää,VIII,5374.0
Kaarina,VIII,4872.0
Kaavi,VIII,211.0
Kajaani,VIII,3321.0
Kalajoki,VIII,993.0
Kangasala,VIII,3789.0
Kangasniemi,VIII,442.0
Kankaanpää,VIII,1036.0
Kannonkoski,VIII,99.0
Kannus,VIII,416.0
Karijoki,VIII,114.0
Karkkila,VIII,802.0
Karstula,VIII,272.0
Karvia,VIII,175.0
Kaskinen,VIII,93.0
Kauhajoki,VIII,1100.0
Kauhava,VIII,1321.0
Kauniainen,VIII,888.0
Kaustinen,VIII,368.0
Keitele,VIII,175.0
Kemi,VIII,1753.0
Kemijärvi,VIII,625.0
Keminmaa,VIII,900.0
Kimitoön,VIII,571.0
Kempele,VIII,2322.0
Kerava,VIII,4129.0
Keuruu,VIII,741.0
Kihniö,VIII,134.0
Kinnula,VIII,94.0
Kirkkonummi,VIII,5109.0
Kitee,VIII,719.0
Kittilä,VIII,734.0
Kiuruvesi,VIII,578.0
Kivijärvi,VIII,69.0
Kokemäki,VIII,564.0
Kokkola,VIII,4569.0
Kolari,VIII,411.0
Konnevesi,VIII,224.0
Kontiolahti,VIII,1760.0
Korsnäs,VIII,236.0
Koski Tl,VIII,224.0
Kotka,VIII,4545.0
Kouvola,VIII,7496.0
Kristinestad,VIII,573.0
Kronoby,VIII,708.0
Kuhmo,VIII,633.0
Kuhmoinen,VIII,136.0
Kumlinge,VIII,21.0
Kuopio,VIII,11718.0
Kuortane,VIII,318.0
Kurikka,VIII,1887.0
Kustavi,VIII,114.0
Kuusamo,VIII,1291.0
Kyyjärvi,VIII,75.0
Kärkölä,VIII,397.0
Kärsämäki,VIII,190.0
Kökar,VIII,16.0
Lahti,VIII,10561.0
Laihia,VIII,878.0
Laitila,VIII,766.0
Lapinjärvi,VIII,248.0
Lapinlahti,VIII,809.0
Lappajärvi,VIII,221.0
Lappeenranta,VIII,6624.0
Lapua,VIII,1451.0
Laukaa,VIII,1722.0
Lemi,VIII,286.0
Lemland,VIII,301.0
Lempäälä,VIII,2830.0
Leppävirta,VIII,902.0
Lestijärvi,VIII,43.0
Lieksa,VIII,718.0
Lieto,VIII,2720.0
Liminka,VIII,1105.0
Liperi,VIII,1111.0
Lohja,VIII,4911.0
Loimaa,VIII,1181.0
Loppi,VIII,873.0
Loviisa,VIII,1482.0
Luhanka,VIII,67.0
Lumijoki,VIII,134.0
Lumparland,VIII,72.0
Larsmo,VIII,607.0
Luumäki,VIII,390.0
Malax,VIII,604.0
Mariehamn,VIII,1362.0
Marttila,VIII,178.0
Masku,VIII,1223.0
Merijärvi,VIII,49.0
Merikarvia,VIII,267.0
Miehikkälä,VIII,164.0
Mikkeli,VIII,4720.0
Muhos,VIII,730.0
Multia,VIII,117.0
Muonio,VIII,218.0
Korsholm,VIII,2506.0
Muurame,VIII,1281.0
Mynämäki,VIII,827.0
Myrskylä,VIII,177.0
Mäntsälä,VIII,2408.0
Mänttä-Vilppula,VIII,782.0
Mäntyharju,VIII,539.0
Naantali,VIII,2349.0
Nakkila,VIII,461.0
Nivala,VIII,836.0
Nokia,VIII,4111.0
Nousiainen,VIII,560.0
Nurmes,VIII,561.0
Nurmijärvi,VIII,5696.0
Närpes,VIII,883.0
Orimattila,VIII,1549.0
Oripää,VIII,103.0
Orivesi,VIII,793.0
Oulainen,VIII,546.0
Oulu,VIII,20118.0
Outokumpu,VIII,429.0
Padasjoki,VIII,209.0
Paimio,VIII,1331.0
Paltamo,VIII,240.0
Pargas,VIII,1669.0
Parikkala,VIII,406.0
Parkano,VIII,470.0
Pedersöre,VIII,1163.0
Pelkosenniemi,VIII,90.0
Pello,VIII,338.0
Perho,VIII,183.0
Petäjävesi,VIII,353.0
Pieksämäki,VIII,1428.0
Pielavesi,VIII,341.0
Jakobstad,VIII,1798.0
Pihtipudas,VIII,339.0
Pirkkala,VIII,2621.0
Polvijärvi,VIII,363.0
Pomarkku,VIII,119.0
Pori,VIII,7432.0
Pornainen,VIII,666.0
Porvoo,VIII,6126.0
Posio,VIII,202.0
Pudasjärvi,VIII,466.0
Pukkila,VIII,167.0
Punkalaidun,VIII,201.0
Puolanka,VIII,172.0
Puumala,VIII,207.0
Pyhtää,VIII,581.0
Pyhäjoki,VIII,277.0
Pyhäjärvi,VIII,370.0
Pyhäntä,VIII,92.0
Pyhäranta,VIII,223.0
Pälkäne,VIII,597.0
Pöytyä,VIII,759.0
Raahe,VIII,2233.0
Raseborg,VIII,2639.0
Raisio,VIII,2864.0
Rantasalmi,VIII,251.0
Ranua,VIII,311.0
Rauma,VIII,4063.0
Rautalampi,VIII,236.0
Rautavaara,VIII,71.0
Rautjärvi,VIII,302.0
Reisjärvi,VIII,199.0
Riihimäki,VIII,3006.0
Ristijärvi,VIII,86.0
Rovaniemi,VIII,6566.0
Ruokolahti,VIII,551.0
Ruovesi,VIII,324.0
Rusko,VIII,833.0
Rääkkylä,VIII,118.0
Saarijärvi,VIII,690.0
Salla,VIII,289.0
Salo,VIII,4606.0
Saltvik,VIII,213.0
Sastamala,VIII,2189.0
Sauvo,VIII,287.0
Savitaipale,VIII,289.0
Savonlinna,VIII,2627.0
Savukoski,VIII,86.0
Seinäjoki,VIII,6300.0
Sievi,VIII,329.0
Siikainen,VIII,90.0
Siikajoki,VIII,435.0
Siikalatva,VIII,433.0
Siilinjärvi,VIII,2385.0
Simo,VIII,237.0
Sipoo,VIII,2935.0
Siuntio,VIII,742.0
Sodankylä,VIII,981.0
Soini,VIII,142.0
Somero,VIII,772.0
Sonkajärvi,VIII,294.0
Sotkamo,VIII,1081.0
Sottunga,VIII,0.0
Sulkava,VIII,201.0
Sund,VIII,123.0
Suomussalmi,VIII,554.0
Suonenjoki,VIII,538.0
Sysmä,VIII,263.0
Säkylä,VIII,588.0
Taipalsaari,VIII,545.0
Taivalkoski,VIII,264.0
Taivassalo,VIII,171.0
Tammela,VIII,590.0
Tampere,VIII,23433.0
Tervo,VIII,122.0
Tervola,VIII,284.0
Teuva,VIII,401.0
Tohmajärvi,VIII,305.0
Toholampi,VIII,249.0
Toivakka,VIII,213.0
Tornio,VIII,2278.0
Turku,VIII,17197.0
Tuusniemi,VIII,214.0
Tuusula,VIII,5346.0
Tyrnävä,VIII,542.0
Ulvila,VIII,1250.0
Urjala,VIII,360.0
Utajärvi,VIII,187.0
Utsjoki,VIII,110.0
Uurainen,VIII,366.0
Nykarleby,VIII,688.0
Uusikaupunki,VIII,1404.0
Vaala,VIII,183.0
Vaasa,VIII,6891.0
Valkeakoski,VIII,1936.0
Vantaa,VIII,26884.0
Varkaus,VIII,1691.0
Vehmaa,VIII,223.0
Vesanto,VIII,156.0
Vesilahti,VIII,571.0
Veteli,VIII,240.0
Vieremä,VIII,319.0
Vihti,VIII,3488.0
Viitasaari,VIII,408.0
Vimpeli,VIII,206.0
Virolahti,VIII,247.0
Virrat,VIII,484.0
Vårdö,VIII,56.0
Vörå,VIII,592.0
Ylitornio,VIII,353.0
Ylivieska,VIII,1267.0
Ylöjärvi,VIII,3917.0
Ypäjä,VIII,219.0
Ähtäri,VIII,428.0
Äänekoski,VIII,1469.0
MK01 Uusimaa,VIII,187724.0
MK02 Southwest Finland,VIII,48424.0
MK04 Satakunta,VIII,19784.0
MK05 Kanta-Häme,VIII,17418.0
MK06 Pirkanmaa,VIII,53110.0
