Area,Education,value
Pukkila,8 Doctoral or equivalent level,4.0
Pukkila,9 Basic education,405.0
Punkalaidun,Total,2319.0
Punkalaidun,3-8 A post-comprehensive level qualification,1606.0
Punkalaidun,3 Upper secondary education,1080.0
Punkalaidun,4 Post-secondary non-tertiary education,20.0
Punkalaidun,5 Short-cycle tertiary education,190.0
Punkalaidun,6 Bachelor's or equivalent level,208.0
Punkalaidun,7 Master's or equivalent level,104.0
Punkalaidun,8 Doctoral or equivalent level,4.0
Punkalaidun,9 Basic education,713.0
Puolanka,Total,2150.0
Puolanka,3-8 A post-comprehensive level qualification,1452.0
Puolanka,3 Upper secondary education,1002.0
Puolanka,4 Post-secondary non-tertiary education,16.0
Puolanka,5 Short-cycle tertiary education,183.0
Puolanka,6 Bachelor's or equivalent level,159.0
Puolanka,7 Master's or equivalent level,88.0
Puolanka,8 Doctoral or equivalent level,4.0
Puolanka,9 Basic education,698.0
Puumala,Total,1971.0
Puumala,3-8 A post-comprehensive level qualification,1408.0
Puumala,3 Upper secondary education,861.0
Puumala,4 Post-secondary non-tertiary education,19.0
Puumala,5 Short-cycle tertiary education,215.0
Puumala,6 Bachelor's or equivalent level,162.0
Puumala,7 Master's or equivalent level,142.0
Puumala,8 Doctoral or equivalent level,9.0
Puumala,9 Basic education,563.0
Pyhtää,Total,4251.0
Pyhtää,3-8 A post-comprehensive level qualification,3174.0
Pyhtää,3 Upper secondary education,1856.0
Pyhtää,4 Post-secondary non-tertiary education,47.0
Pyhtää,5 Short-cycle tertiary education,405.0
Pyhtää,6 Bachelor's or equivalent level,534.0
Pyhtää,7 Master's or equivalent level,322.0
Pyhtää,8 Doctoral or equivalent level,10.0
Pyhtää,9 Basic education,1077.0
Pyhäjoki,Total,2503.0
Pyhäjoki,3-8 A post-comprehensive level qualification,1823.0
Pyhäjoki,3 Upper secondary education,1215.0
Pyhäjoki,4 Post-secondary non-tertiary education,47.0
Pyhäjoki,5 Short-cycle tertiary education,186.0
Pyhäjoki,6 Bachelor's or equivalent level,263.0
Pyhäjoki,7 Master's or equivalent level,109.0
Pyhäjoki,8 Doctoral or equivalent level,3.0
Pyhäjoki,9 Basic education,680.0
Pyhäjärvi,Total,4082.0
Pyhäjärvi,3-8 A post-comprehensive level qualification,2801.0
Pyhäjärvi,3 Upper secondary education,1961.0
Pyhäjärvi,4 Post-secondary non-tertiary education,40.0
Pyhäjärvi,5 Short-cycle tertiary education,327.0
Pyhäjärvi,6 Bachelor's or equivalent level,301.0
Pyhäjärvi,7 Master's or equivalent level,166.0
Pyhäjärvi,8 Doctoral or equivalent level,6.0
Pyhäjärvi,9 Basic education,1281.0
Pyhäntä,Total,1296.0
Pyhäntä,3-8 A post-comprehensive level qualification,864.0
Pyhäntä,3 Upper secondary education,608.0
Pyhäntä,4 Post-secondary non-tertiary education,20.0
Pyhäntä,5 Short-cycle tertiary education,70.0
Pyhäntä,6 Bachelor's or equivalent level,106.0
Pyhäntä,7 Master's or equivalent level,59.0
Pyhäntä,8 Doctoral or equivalent level,1.0
Pyhäntä,9 Basic education,432.0
Pyhäranta,Total,1645.0
Pyhäranta,3-8 A post-comprehensive level qualification,1184.0
Pyhäranta,3 Upper secondary education,761.0
Pyhäranta,4 Post-secondary non-tertiary education,35.0
Pyhäranta,5 Short-cycle tertiary education,159.0
Pyhäranta,6 Bachelor's or equivalent level,150.0
Pyhäranta,7 Master's or equivalent level,74.0
Pyhäranta,8 Doctoral or equivalent level,5.0
Pyhäranta,9 Basic education,461.0
Pälkäne,Total,5443.0
Pälkäne,3-8 A post-comprehensive level qualification,3968.0
Pälkäne,3 Upper secondary education,2430.0
Pälkäne,4 Post-secondary non-tertiary education,86.0
Pälkäne,5 Short-cycle tertiary education,506.0
Pälkäne,6 Bachelor's or equivalent level,530.0
Pälkäne,7 Master's or equivalent level,382.0
Pälkäne,8 Doctoral or equivalent level,34.0
Pälkäne,9 Basic education,1475.0
Pöytyä,Total,6717.0
Pöytyä,3-8 A post-comprehensive level qualification,4581.0
Pöytyä,3 Upper secondary education,3038.0
Pöytyä,4 Post-secondary non-tertiary education,95.0
Pöytyä,5 Short-cycle tertiary education,544.0
Pöytyä,6 Bachelor's or equivalent level,551.0
Pöytyä,7 Master's or equivalent level,331.0
Pöytyä,8 Doctoral or equivalent level,22.0
Pöytyä,9 Basic education,2136.0
Raahe,Total,19804.0
Raahe,3-8 A post-comprehensive level qualification,14558.0
Raahe,3 Upper secondary education,9720.0
Raahe,4 Post-secondary non-tertiary education,218.0
Raahe,5 Short-cycle tertiary education,1742.0
Raahe,6 Bachelor's or equivalent level,1910.0
Raahe,7 Master's or equivalent level,929.0
Raahe,8 Doctoral or equivalent level,39.0
Raahe,9 Basic education,5246.0
Raseborg,Total,23371.0
Raseborg,3-8 A post-comprehensive level qualification,16666.0
Raseborg,3 Upper secondary education,9105.0
Raseborg,4 Post-secondary non-tertiary education,249.0
Raseborg,5 Short-cycle tertiary education,2385.0
Raseborg,6 Bachelor's or equivalent level,2612.0
Raseborg,7 Master's or equivalent level,2140.0
Raseborg,8 Doctoral or equivalent level,175.0
Raseborg,9 Basic education,6705.0
Raisio,Total,21850.0
Raisio,3-8 A post-comprehensive level qualification,16087.0
Raisio,3 Upper secondary education,8873.0
Raisio,4 Post-secondary non-tertiary education,343.0
Raisio,5 Short-cycle tertiary education,2062.0
Raisio,6 Bachelor's or equivalent level,2702.0
Raisio,7 Master's or equivalent level,1939.0
Raisio,8 Doctoral or equivalent level,168.0
Raisio,9 Basic education,5763.0
Rantasalmi,Total,2876.0
Rantasalmi,3-8 A post-comprehensive level qualification,2064.0
Rantasalmi,3 Upper secondary education,1367.0
Rantasalmi,4 Post-secondary non-tertiary education,44.0
Rantasalmi,5 Short-cycle tertiary education,249.0
Rantasalmi,6 Bachelor's or equivalent level,240.0
Rantasalmi,7 Master's or equivalent level,151.0
Rantasalmi,8 Doctoral or equivalent level,13.0
Rantasalmi,9 Basic education,812.0
Ranua,Total,2997.0
Ranua,3-8 A post-comprehensive level qualification,2051.0
Ranua,3 Upper secondary education,1452.0
Ranua,4 Post-secondary non-tertiary education,25.0
Ranua,5 Short-cycle tertiary education,193.0
Ranua,6 Bachelor's or equivalent level,225.0
Ranua,7 Master's or equivalent level,151.0
Ranua,8 Doctoral or equivalent level,5.0
Ranua,9 Basic education,946.0
Rauma,Total,33829.0
Rauma,3-8 A post-comprehensive level qualification,24633.0
Rauma,3 Upper secondary education,13975.0
Rauma,4 Post-secondary non-tertiary education,482.0
Rauma,5 Short-cycle tertiary education,3195.0
Rauma,6 Bachelor's or equivalent level,4237.0
Rauma,7 Master's or equivalent level,2631.0
Rauma,8 Doctoral or equivalent level,113.0
Rauma,9 Basic education,9196.0
Rautalampi,Total,2632.0
Rautalampi,3-8 A post-comprehensive level qualification,1863.0
Rautalampi,3 Upper secondary education,1225.0
Rautalampi,4 Post-secondary non-tertiary education,38.0
Rautalampi,5 Short-cycle tertiary education,253.0
Rautalampi,6 Bachelor's or equivalent level,200.0
Rautalampi,7 Master's or equivalent level,135.0
Rautalampi,8 Doctoral or equivalent level,12.0
Rautalampi,9 Basic education,769.0
Rautavaara,Total,1295.0
Rautavaara,3-8 A post-comprehensive level qualification,818.0
Rautavaara,3 Upper secondary education,630.0
Rautavaara,4 Post-secondary non-tertiary education,11.0
Rautavaara,5 Short-cycle tertiary education,88.0
Rautavaara,6 Bachelor's or equivalent level,48.0
Rautavaara,7 Master's or equivalent level,39.0
Rautavaara,8 Doctoral or equivalent level,2.0
Rautavaara,9 Basic education,477.0
Rautjärvi,Total,2741.0
Rautjärvi,3-8 A post-comprehensive level qualification,1837.0
Rautjärvi,3 Upper secondary education,1304.0
Rautjärvi,4 Post-secondary non-tertiary education,29.0
Rautjärvi,5 Short-cycle tertiary education,236.0
Rautjärvi,6 Bachelor's or equivalent level,183.0
Rautjärvi,7 Master's or equivalent level,81.0
Rautjärvi,8 Doctoral or equivalent level,4.0
Rautjärvi,9 Basic education,904.0
Reisjärvi,Total,2101.0
Reisjärvi,3-8 A post-comprehensive level qualification,1424.0
Reisjärvi,3 Upper secondary education,967.0
Reisjärvi,4 Post-secondary non-tertiary education,28.0
Reisjärvi,5 Short-cycle tertiary education,144.0
Reisjärvi,6 Bachelor's or equivalent level,176.0
Reisjärvi,7 Master's or equivalent level,106.0
Reisjärvi,8 Doctoral or equivalent level,3.0
Reisjärvi,9 Basic education,677.0
Riihimäki,Total,24696.0
Riihimäki,3-8 A post-comprehensive level qualification,18052.0
Riihimäki,3 Upper secondary education,10409.0
Riihimäki,4 Post-secondary non-tertiary education,377.0
Riihimäki,5 Short-cycle tertiary education,2428.0
Riihimäki,6 Bachelor's or equivalent level,2903.0
Riihimäki,7 Master's or equivalent level,1806.0
Riihimäki,8 Doctoral or equivalent level,129.0
Riihimäki,9 Basic education,6644.0
Ristijärvi,Total,1042.0
Ristijärvi,3-8 A post-comprehensive level qualification,766.0
Ristijärvi,3 Upper secondary education,495.0
Ristijärvi,4 Post-secondary non-tertiary education,9.0
Ristijärvi,5 Short-cycle tertiary education,96.0
Ristijärvi,6 Bachelor's or equivalent level,116.0
Ristijärvi,7 Master's or equivalent level,49.0
Ristijärvi,8 Doctoral or equivalent level,1.0
Ristijärvi,9 Basic education,276.0
Rovaniemi,Total,55677.0
Rovaniemi,3-8 A post-comprehensive level qualification,44535.0
Rovaniemi,3 Upper secondary education,24014.0
Rovaniemi,4 Post-secondary non-tertiary education,678.0
Rovaniemi,5 Short-cycle tertiary education,5013.0
Rovaniemi,6 Bachelor's or equivalent level,8356.0
Rovaniemi,7 Master's or equivalent level,6023.0
Rovaniemi,8 Doctoral or equivalent level,451.0
Rovaniemi,9 Basic education,11142.0
Ruokolahti,Total,4228.0
Ruokolahti,3-8 A post-comprehensive level qualification,3009.0
Ruokolahti,3 Upper secondary education,1925.0
Ruokolahti,4 Post-secondary non-tertiary education,45.0
Ruokolahti,5 Short-cycle tertiary education,392.0
Ruokolahti,6 Bachelor's or equivalent level,385.0
Ruokolahti,7 Master's or equivalent level,246.0
Ruokolahti,8 Doctoral or equivalent level,16.0
Ruokolahti,9 Basic education,1219.0
Ruovesi,Total,3619.0
Ruovesi,3-8 A post-comprehensive level qualification,2527.0
Ruovesi,3 Upper secondary education,1653.0
Ruovesi,4 Post-secondary non-tertiary education,56.0
Ruovesi,5 Short-cycle tertiary education,364.0
Ruovesi,6 Bachelor's or equivalent level,269.0
Ruovesi,7 Master's or equivalent level,173.0
Ruovesi,8 Doctoral or equivalent level,12.0
Ruovesi,9 Basic education,1092.0
Rusko,Total,5159.0
Rusko,3-8 A post-comprehensive level qualification,4071.0
Rusko,3 Upper secondary education,2158.0
Rusko,4 Post-secondary non-tertiary education,121.0
Rusko,5 Short-cycle tertiary education,478.0
Rusko,6 Bachelor's or equivalent level,721.0
Rusko,7 Master's or equivalent level,536.0
Rusko,8 Doctoral or equivalent level,57.0
Rusko,9 Basic education,1088.0
Rääkkylä,Total,1758.0
Rääkkylä,3-8 A post-comprehensive level qualification,1271.0
Rääkkylä,3 Upper secondary education,936.0
Rääkkylä,4 Post-secondary non-tertiary education,16.0
Rääkkylä,5 Short-cycle tertiary education,145.0
Rääkkylä,6 Bachelor's or equivalent level,95.0
Rääkkylä,7 Master's or equivalent level,73.0
Rääkkylä,8 Doctoral or equivalent level,6.0
Rääkkylä,9 Basic education,487.0
Saarijärvi,Total,7779.0
Saarijärvi,3-8 A post-comprehensive level qualification,5449.0
Saarijärvi,3 Upper secondary education,3635.0
Saarijärvi,4 Post-secondary non-tertiary education,95.0
Saarijärvi,5 Short-cycle tertiary education,757.0
Saarijärvi,6 Bachelor's or equivalent level,558.0
Saarijärvi,7 Master's or equivalent level,384.0
Saarijärvi,8 Doctoral or equivalent level,20.0
Saarijärvi,9 Basic education,2330.0
Salla,Total,3030.0
Salla,3-8 A post-comprehensive level qualification,2158.0
Salla,3 Upper secondary education,1515.0
Salla,4 Post-secondary non-tertiary education,34.0
Salla,5 Short-cycle tertiary education,252.0
Salla,6 Bachelor's or equivalent level,214.0
Salla,7 Master's or equivalent level,138.0
Salla,8 Doctoral or equivalent level,5.0
Salla,9 Basic education,872.0
Salo,Total,44443.0
Salo,3-8 A post-comprehensive level qualification,31427.0
Salo,3 Upper secondary education,18584.0
Salo,4 Post-secondary non-tertiary education,623.0
Salo,5 Short-cycle tertiary education,4591.0
Salo,6 Bachelor's or equivalent level,4482.0
Salo,7 Master's or equivalent level,2966.0
Salo,8 Doctoral or equivalent level,181.0
Salo,9 Basic education,13016.0
Saltvik,Total,1480.0
Saltvik,3-8 A post-comprehensive level qualification,1020.0
Saltvik,3 Upper secondary education,657.0
Saltvik,4 Post-secondary non-tertiary education,12.0
Saltvik,5 Short-cycle tertiary education,132.0
Saltvik,6 Bachelor's or equivalent level,147.0
Saltvik,7 Master's or equivalent level,68.0
Saltvik,8 Doctoral or equivalent level,4.0
Saltvik,9 Basic education,460.0
Sastamala,Total,20434.0
Sastamala,3-8 A post-comprehensive level qualification,14730.0
Sastamala,3 Upper secondary education,9355.0
Sastamala,4 Post-secondary non-tertiary education,291.0
Sastamala,5 Short-cycle tertiary education,1890.0
Sastamala,6 Bachelor's or equivalent level,1896.0
Sastamala,7 Master's or equivalent level,1234.0
Sastamala,8 Doctoral or equivalent level,64.0
Sastamala,9 Basic education,5704.0
Sauvo,Total,2533.0
Sauvo,3-8 A post-comprehensive level qualification,1828.0
Sauvo,3 Upper secondary education,1037.0
Sauvo,4 Post-secondary non-tertiary education,46.0
Sauvo,5 Short-cycle tertiary education,239.0
Sauvo,6 Bachelor's or equivalent level,274.0
Sauvo,7 Master's or equivalent level,209.0
Sauvo,8 Doctoral or equivalent level,23.0
Sauvo,9 Basic education,705.0
Savitaipale,Total,2851.0
Savitaipale,3-8 A post-comprehensive level qualification,1964.0
Savitaipale,3 Upper secondary education,1291.0
Savitaipale,4 Post-secondary non-tertiary education,24.0
Savitaipale,5 Short-cycle tertiary education,232.0
Savitaipale,6 Bachelor's or equivalent level,239.0
Savitaipale,7 Master's or equivalent level,170.0
Savitaipale,8 Doctoral or equivalent level,8.0
Savitaipale,9 Basic education,887.0
Savonlinna,Total,28234.0
Savonlinna,3-8 A post-comprehensive level qualification,21023.0
Savonlinna,3 Upper secondary education,12837.0
Savonlinna,4 Post-secondary non-tertiary education,461.0
Savonlinna,5 Short-cycle tertiary education,2836.0
Savonlinna,6 Bachelor's or equivalent level,2801.0
Savonlinna,7 Master's or equivalent level,1947.0
Savonlinna,8 Doctoral or equivalent level,141.0
Savonlinna,9 Basic education,7211.0
Savukoski,Total,864.0
Savukoski,3-8 A post-comprehensive level qualification,641.0
Savukoski,3 Upper secondary education,421.0
Savukoski,4 Post-secondary non-tertiary education,22.0
Savukoski,5 Short-cycle tertiary education,79.0
Savukoski,6 Bachelor's or equivalent level,72.0
Savukoski,7 Master's or equivalent level,45.0
Savukoski,8 Doctoral or equivalent level,2.0
Savukoski,9 Basic education,223.0
Seinäjoki,Total,55780.0
Seinäjoki,3-8 A post-comprehensive level qualification,44021.0
Seinäjoki,3 Upper secondary education,23945.0
Seinäjoki,4 Post-secondary non-tertiary education,715.0
Seinäjoki,5 Short-cycle tertiary education,5388.0
Seinäjoki,6 Bachelor's or equivalent level,8850.0
Seinäjoki,7 Master's or equivalent level,4888.0
Seinäjoki,8 Doctoral or equivalent level,235.0
Seinäjoki,9 Basic education,11759.0
Sievi,Total,3599.0
Sievi,3-8 A post-comprehensive level qualification,2471.0
Sievi,3 Upper secondary education,1774.0
Sievi,4 Post-secondary non-tertiary education,38.0
Sievi,5 Short-cycle tertiary education,223.0
Sievi,6 Bachelor's or equivalent level,282.0
Sievi,7 Master's or equivalent level,148.0
Sievi,8 Doctoral or equivalent level,6.0
Sievi,9 Basic education,1128.0
Siikainen,Total,1128.0
Siikainen,3-8 A post-comprehensive level qualification,755.0
Siikainen,3 Upper secondary education,547.0
Siikainen,4 Post-secondary non-tertiary education,13.0
Siikainen,5 Short-cycle tertiary education,92.0
Siikainen,6 Bachelor's or equivalent level,63.0
Siikainen,7 Master's or equivalent level,38.0
Siikainen,8 Doctoral or equivalent level,2.0
Siikainen,9 Basic education,373.0
Siikajoki,Total,3861.0
Siikajoki,3-8 A post-comprehensive level qualification,2789.0
Siikajoki,3 Upper secondary education,1954.0
Siikajoki,4 Post-secondary non-tertiary education,55.0
Siikajoki,5 Short-cycle tertiary education,266.0
Siikajoki,6 Bachelor's or equivalent level,358.0
Siikajoki,7 Master's or equivalent level,151.0
Siikajoki,8 Doctoral or equivalent level,5.0
Siikajoki,9 Basic education,1072.0
Siikalatva,Total,4240.0
Siikalatva,3-8 A post-comprehensive level qualification,3039.0
Siikalatva,3 Upper secondary education,2256.0
Siikalatva,4 Post-secondary non-tertiary education,54.0
Siikalatva,5 Short-cycle tertiary education,282.0
Siikalatva,6 Bachelor's or equivalent level,327.0
Siikalatva,7 Master's or equivalent level,114.0
Siikalatva,8 Doctoral or equivalent level,6.0
Siikalatva,9 Basic education,1201.0
Siilinjärvi,Total,17463.0
Siilinjärvi,3-8 A post-comprehensive level qualification,13913.0
Siilinjärvi,3 Upper secondary education,7620.0
Siilinjärvi,4 Post-secondary non-tertiary education,342.0
Siilinjärvi,5 Short-cycle tertiary education,1744.0
Siilinjärvi,6 Bachelor's or equivalent level,2507.0
Siilinjärvi,7 Master's or equivalent level,1501.0
Siilinjärvi,8 Doctoral or equivalent level,199.0
Siilinjärvi,9 Basic education,3550.0
Simo,Total,2448.0
Simo,3-8 A post-comprehensive level qualification,1793.0
Simo,3 Upper secondary education,1184.0
Simo,4 Post-secondary non-tertiary education,31.0
Simo,5 Short-cycle tertiary education,226.0
Simo,6 Bachelor's or equivalent level,221.0
Simo,7 Master's or equivalent level,118.0
Simo,8 Doctoral or equivalent level,13.0
Simo,9 Basic education,655.0
Sipoo,Total,19016.0
Sipoo,3-8 A post-comprehensive level qualification,14366.0
Sipoo,3 Upper secondary education,6893.0
Sipoo,4 Post-secondary non-tertiary education,323.0
Sipoo,5 Short-cycle tertiary education,1790.0
Sipoo,6 Bachelor's or equivalent level,2700.0
Sipoo,7 Master's or equivalent level,2424.0
Sipoo,8 Doctoral or equivalent level,236.0
Sipoo,9 Basic education,4650.0
Siuntio,Total,5226.0
Siuntio,3-8 A post-comprehensive level qualification,3878.0
Siuntio,3 Upper secondary education,1820.0
Siuntio,4 Post-secondary non-tertiary education,87.0
Siuntio,5 Short-cycle tertiary education,534.0
Siuntio,6 Bachelor's or equivalent level,727.0
Siuntio,7 Master's or equivalent level,637.0
Siuntio,8 Doctoral or equivalent level,73.0
Siuntio,9 Basic education,1348.0
Sodankylä,Total,7096.0
Sodankylä,3-8 A post-comprehensive level qualification,5429.0
Sodankylä,3 Upper secondary education,3428.0
Sodankylä,4 Post-secondary non-tertiary education,133.0
Sodankylä,5 Short-cycle tertiary education,698.0
Sodankylä,6 Bachelor's or equivalent level,643.0
Sodankylä,7 Master's or equivalent level,498.0
Sodankylä,8 Doctoral or equivalent level,29.0
Sodankylä,9 Basic education,1667.0
Soini,Total,1530.0
Soini,3-8 A post-comprehensive level qualification,1018.0
Soini,3 Upper secondary education,689.0
Soini,4 Post-secondary non-tertiary education,22.0
Soini,5 Short-cycle tertiary education,134.0
Soini,6 Bachelor's or equivalent level,107.0
Soini,7 Master's or equivalent level,61.0
Soini,8 Doctoral or equivalent level,5.0
Soini,9 Basic education,512.0
Somero,Total,7387.0
Somero,3-8 A post-comprehensive level qualification,4944.0
Somero,3 Upper secondary education,3192.0
Somero,4 Post-secondary non-tertiary education,106.0
Somero,5 Short-cycle tertiary education,686.0
Somero,6 Bachelor's or equivalent level,580.0
Somero,7 Master's or equivalent level,360.0
Somero,8 Doctoral or equivalent level,20.0
Somero,9 Basic education,2443.0
Sonkajärvi,Total,3174.0
Sonkajärvi,3-8 A post-comprehensive level qualification,2244.0
Sonkajärvi,3 Upper secondary education,1630.0
Sonkajärvi,4 Post-secondary non-tertiary education,36.0
Sonkajärvi,5 Short-cycle tertiary education,252.0
Sonkajärvi,6 Bachelor's or equivalent level,218.0
Sonkajärvi,7 Master's or equivalent level,105.0
Sonkajärvi,8 Doctoral or equivalent level,3.0
Sonkajärvi,9 Basic education,930.0
Sotkamo,Total,8730.0
Sotkamo,3-8 A post-comprehensive level qualification,6638.0
Sotkamo,3 Upper secondary education,4012.0
Sotkamo,4 Post-secondary non-tertiary education,113.0
Sotkamo,5 Short-cycle tertiary education,766.0
Sotkamo,6 Bachelor's or equivalent level,988.0
Sotkamo,7 Master's or equivalent level,723.0
Sotkamo,8 Doctoral or equivalent level,36.0
Sotkamo,9 Basic education,2092.0
Sottunga,Total,84.0
Sottunga,3-8 A post-comprehensive level qualification,64.0
Sottunga,3 Upper secondary education,30.0
Sottunga,4 Post-secondary non-tertiary education,0.0
Sottunga,5 Short-cycle tertiary education,11.0
Sottunga,6 Bachelor's or equivalent level,17.0
Sottunga,7 Master's or equivalent level,5.0
Sottunga,8 Doctoral or equivalent level,1.0
Sottunga,9 Basic education,20.0
Sulkava,Total,2137.0
Sulkava,3-8 A post-comprehensive level qualification,1469.0
Sulkava,3 Upper secondary education,941.0
Sulkava,4 Post-secondary non-tertiary education,27.0
Sulkava,5 Short-cycle tertiary education,211.0
Sulkava,6 Bachelor's or equivalent level,179.0
Sulkava,7 Master's or equivalent level,106.0
Sulkava,8 Doctoral or equivalent level,5.0
Sulkava,9 Basic education,668.0
Sund,Total,859.0
Sund,3-8 A post-comprehensive level qualification,586.0
Sund,3 Upper secondary education,374.0
Sund,4 Post-secondary non-tertiary education,6.0
Sund,5 Short-cycle tertiary education,70.0
Sund,6 Bachelor's or equivalent level,80.0
Sund,7 Master's or equivalent level,51.0
Sund,8 Doctoral or equivalent level,5.0
Sund,9 Basic education,273.0
Suomussalmi,Total,6377.0
Suomussalmi,3-8 A post-comprehensive level qualification,4672.0
Suomussalmi,3 Upper secondary education,3398.0
Suomussalmi,4 Post-secondary non-tertiary education,48.0
Suomussalmi,5 Short-cycle tertiary education,526.0
Suomussalmi,6 Bachelor's or equivalent level,449.0
Suomussalmi,7 Master's or equivalent level,245.0
Suomussalmi,8 Doctoral or equivalent level,6.0
Suomussalmi,9 Basic education,1705.0
Suonenjoki,Total,5815.0
Suonenjoki,3-8 A post-comprehensive level qualification,4209.0
Suonenjoki,3 Upper secondary education,2818.0
Suonenjoki,4 Post-secondary non-tertiary education,69.0
Suonenjoki,5 Short-cycle tertiary education,545.0
Suonenjoki,6 Bachelor's or equivalent level,450.0
Suonenjoki,7 Master's or equivalent level,294.0
Suonenjoki,8 Doctoral or equivalent level,33.0
Suonenjoki,9 Basic education,1606.0
Sysmä,Total,3173.0
Sysmä,3-8 A post-comprehensive level qualification,2089.0
Sysmä,3 Upper secondary education,1341.0
Sysmä,4 Post-secondary non-tertiary education,40.0
Sysmä,5 Short-cycle tertiary education,325.0
Sysmä,6 Bachelor's or equivalent level,211.0
Sysmä,7 Master's or equivalent level,161.0
Sysmä,8 Doctoral or equivalent level,11.0
Sysmä,9 Basic education,1084.0
Säkylä,Total,5506.0
Säkylä,3-8 A post-comprehensive level qualification,3924.0
Säkylä,3 Upper secondary education,2468.0
Säkylä,4 Post-secondary non-tertiary education,66.0
Säkylä,5 Short-cycle tertiary education,601.0
Säkylä,6 Bachelor's or equivalent level,484.0
Säkylä,7 Master's or equivalent level,298.0
Säkylä,8 Doctoral or equivalent level,7.0
Säkylä,9 Basic education,1582.0
Taipalsaari,Total,3934.0
Taipalsaari,3-8 A post-comprehensive level qualification,3075.0
Taipalsaari,3 Upper secondary education,1583.0
Taipalsaari,4 Post-secondary non-tertiary education,51.0
Taipalsaari,5 Short-cycle tertiary education,432.0
Taipalsaari,6 Bachelor's or equivalent level,559.0
Taipalsaari,7 Master's or equivalent level,407.0
Taipalsaari,8 Doctoral or equivalent level,43.0
Taipalsaari,9 Basic education,859.0
Taivalkoski,Total,3177.0
Taivalkoski,3-8 A post-comprehensive level qualification,2283.0
Taivalkoski,3 Upper secondary education,1645.0
Taivalkoski,4 Post-secondary non-tertiary education,39.0
Taivalkoski,5 Short-cycle tertiary education,236.0
Taivalkoski,6 Bachelor's or equivalent level,239.0
Taivalkoski,7 Master's or equivalent level,121.0
Taivalkoski,8 Doctoral or equivalent level,3.0
Taivalkoski,9 Basic education,894.0
Taivassalo,Total,1483.0
Taivassalo,3-8 A post-comprehensive level qualification,1004.0
Taivassalo,3 Upper secondary education,636.0
Taivassalo,4 Post-secondary non-tertiary education,18.0
Taivassalo,5 Short-cycle tertiary education,135.0
Taivassalo,6 Bachelor's or equivalent level,125.0
Taivassalo,7 Master's or equivalent level,81.0
Taivassalo,8 Doctoral or equivalent level,9.0
Taivassalo,9 Basic education,479.0
Tammela,Total,5077.0
Tammela,3-8 A post-comprehensive level qualification,3767.0
Tammela,3 Upper secondary education,2190.0
Tammela,4 Post-secondary non-tertiary education,84.0
Tammela,5 Short-cycle tertiary education,610.0
Tammela,6 Bachelor's or equivalent level,560.0
Tammela,7 Master's or equivalent level,300.0
Tammela,8 Doctoral or equivalent level,23.0
Tammela,9 Basic education,1310.0
Tampere,Total,227836.0
Tampere,3-8 A post-comprehensive level qualification,182367.0
Tampere,3 Upper secondary education,88956.0
Tampere,4 Post-secondary non-tertiary education,2143.0
Tampere,5 Short-cycle tertiary education,15861.0
Tampere,6 Bachelor's or equivalent level,37488.0
Tampere,7 Master's or equivalent level,34136.0
Tampere,8 Doctoral or equivalent level,3783.0
Tampere,9 Basic education,45469.0
Tervo,Total,1253.0
Tervo,3-8 A post-comprehensive level qualification,888.0
Tervo,3 Upper secondary education,606.0
Tervo,4 Post-secondary non-tertiary education,18.0
Tervo,5 Short-cycle tertiary education,117.0
Tervo,6 Bachelor's or equivalent level,84.0
Tervo,7 Master's or equivalent level,60.0
Tervo,8 Doctoral or equivalent level,3.0
Tervo,9 Basic education,365.0
Tervola,Total,2401.0
Tervola,3-8 A post-comprehensive level qualification,1779.0
Tervola,3 Upper secondary education,1223.0
Tervola,4 Post-secondary non-tertiary education,29.0
Tervola,5 Short-cycle tertiary education,198.0
Tervola,6 Bachelor's or equivalent level,220.0
Tervola,7 Master's or equivalent level,100.0
Tervola,8 Doctoral or equivalent level,9.0
Tervola,9 Basic education,622.0
Teuva,Total,4061.0
Teuva,3-8 A post-comprehensive level qualification,2826.0
Teuva,3 Upper secondary education,2053.0
Teuva,4 Post-secondary non-tertiary education,43.0
Teuva,5 Short-cycle tertiary education,353.0
Teuva,6 Bachelor's or equivalent level,265.0
Teuva,7 Master's or equivalent level,111.0
Teuva,8 Doctoral or equivalent level,1.0
Teuva,9 Basic education,1235.0
Tohmajärvi,Total,3484.0
Tohmajärvi,3-8 A post-comprehensive level qualification,2455.0
Tohmajärvi,3 Upper secondary education,1735.0
Tohmajärvi,4 Post-secondary non-tertiary education,34.0
Tohmajärvi,5 Short-cycle tertiary education,270.0
Tohmajärvi,6 Bachelor's or equivalent level,256.0
Tohmajärvi,7 Master's or equivalent level,151.0
Tohmajärvi,8 Doctoral or equivalent level,9.0
Tohmajärvi,9 Basic education,1029.0
Toholampi,Total,2322.0
Toholampi,3-8 A post-comprehensive level qualification,1607.0
Toholampi,3 Upper secondary education,1104.0
Toholampi,4 Post-secondary non-tertiary education,22.0
Toholampi,5 Short-cycle tertiary education,157.0
Toholampi,6 Bachelor's or equivalent level,205.0
Toholampi,7 Master's or equivalent level,116.0
Toholampi,8 Doctoral or equivalent level,3.0
Toholampi,9 Basic education,715.0
Toivakka,Total,1957.0
Toivakka,3-8 A post-comprehensive level qualification,1439.0
Toivakka,3 Upper secondary education,879.0
Toivakka,4 Post-secondary non-tertiary education,42.0
