Area,Age,value
Siuntio,36,67.0
Siuntio,37,77.0
Siuntio,38,65.0
Siuntio,39,94.0
Siuntio,40,78.0
Siuntio,41,84.0
Siuntio,42,92.0
Siuntio,43,74.0
Siuntio,44,97.0
Siuntio,45,109.0
Siuntio,46,92.0
Siuntio,47,100.0
Siuntio,48,97.0
Siuntio,49,108.0
Siuntio,50,92.0
Siuntio,51,114.0
Siuntio,52,87.0
Siuntio,53,88.0
Siuntio,54,94.0
Siuntio,55,102.0
Siuntio,56,111.0
Siuntio,57,126.0
Siuntio,58,117.0
Siuntio,59,108.0
Siuntio,60,104.0
Siuntio,61,112.0
Siuntio,62,89.0
Siuntio,63,86.0
Siuntio,64,80.0
Siuntio,65,72.0
Siuntio,66,77.0
Siuntio,67,78.0
Siuntio,68,80.0
Siuntio,69,76.0
Siuntio,70,54.0
Siuntio,71,74.0
Siuntio,72,76.0
Siuntio,73,62.0
Siuntio,74,65.0
Siuntio,75,67.0
Siuntio,76,62.0
Siuntio,77,84.0
Siuntio,78,58.0
Siuntio,79,64.0
Siuntio,80,65.0
Siuntio,81,45.0
Siuntio,82,35.0
Siuntio,83,20.0
Siuntio,84,23.0
Siuntio,85,21.0
Siuntio,86,20.0
Siuntio,87,17.0
Siuntio,88,19.0
Siuntio,89,18.0
Siuntio,90,11.0
Siuntio,91,7.0
Siuntio,92,6.0
Siuntio,93,5.0
Siuntio,94,3.0
Siuntio,95,3.0
Siuntio,96,1.0
Siuntio,97,0.0
Siuntio,98,0.0
Siuntio,99,3.0
Siuntio,100 -,1.0
Sodankylä,Total,8095.0
Sodankylä,0,69.0
Sodankylä,1,48.0
Sodankylä,2,44.0
Sodankylä,3,63.0
Sodankylä,4,52.0
Sodankylä,5,49.0
Sodankylä,6,65.0
Sodankylä,7,56.0
Sodankylä,8,63.0
Sodankylä,9,70.0
Sodankylä,10,80.0
Sodankylä,11,85.0
Sodankylä,12,83.0
Sodankylä,13,86.0
Sodankylä,14,89.0
Sodankylä,15,88.0
Sodankylä,16,69.0
Sodankylä,17,85.0
Sodankylä,18,75.0
Sodankylä,19,48.0
Sodankylä,20,57.0
Sodankylä,21,61.0
Sodankylä,22,48.0
Sodankylä,23,54.0
Sodankylä,24,49.0
Sodankylä,25,61.0
Sodankylä,26,71.0
Sodankylä,27,84.0
Sodankylä,28,72.0
Sodankylä,29,62.0
Sodankylä,30,80.0
Sodankylä,31,94.0
Sodankylä,32,97.0
Sodankylä,33,113.0
Sodankylä,34,97.0
Sodankylä,35,104.0
Sodankylä,36,108.0
Sodankylä,37,85.0
Sodankylä,38,105.0
Sodankylä,39,126.0
Sodankylä,40,108.0
Sodankylä,41,93.0
Sodankylä,42,98.0
Sodankylä,43,95.0
Sodankylä,44,88.0
Sodankylä,45,75.0
Sodankylä,46,92.0
Sodankylä,47,96.0
Sodankylä,48,76.0
Sodankylä,49,74.0
Sodankylä,50,99.0
Sodankylä,51,80.0
Sodankylä,52,77.0
Sodankylä,53,80.0
Sodankylä,54,82.0
Sodankylä,55,98.0
Sodankylä,56,104.0
Sodankylä,57,112.0
Sodankylä,58,109.0
Sodankylä,59,130.0
Sodankylä,60,154.0
Sodankylä,61,121.0
Sodankylä,62,148.0
Sodankylä,63,145.0
Sodankylä,64,159.0
Sodankylä,65,158.0
Sodankylä,66,161.0
Sodankylä,67,129.0
Sodankylä,68,147.0
Sodankylä,69,133.0
Sodankylä,70,132.0
Sodankylä,71,137.0
Sodankylä,72,127.0
Sodankylä,73,112.0
Sodankylä,74,111.0
Sodankylä,75,118.0
Sodankylä,76,134.0
Sodankylä,77,116.0
Sodankylä,78,98.0
Sodankylä,79,111.0
Sodankylä,80,64.0
Sodankylä,81,58.0
Sodankylä,82,61.0
Sodankylä,83,34.0
Sodankylä,84,68.0
Sodankylä,85,39.0
Sodankylä,86,56.0
Sodankylä,87,41.0
Sodankylä,88,48.0
Sodankylä,89,30.0
Sodankylä,90,20.0
Sodankylä,91,20.0
Sodankylä,92,10.0
Sodankylä,93,10.0
Sodankylä,94,8.0
Sodankylä,95,6.0
Sodankylä,96,3.0
Sodankylä,97,4.0
Sodankylä,98,0.0
Sodankylä,99,1.0
Sodankylä,100 -,2.0
Soini,Total,1772.0
Soini,0,9.0
Soini,1,11.0
Soini,2,7.0
Soini,3,12.0
Soini,4,14.0
Soini,5,13.0
Soini,6,15.0
Soini,7,15.0
Soini,8,16.0
Soini,9,20.0
Soini,10,16.0
Soini,11,28.0
Soini,12,28.0
Soini,13,25.0
Soini,14,29.0
Soini,15,17.0
Soini,16,19.0
Soini,17,11.0
Soini,18,13.0
Soini,19,11.0
Soini,20,11.0
Soini,21,18.0
Soini,22,7.0
Soini,23,6.0
Soini,24,10.0
Soini,25,12.0
Soini,26,10.0
Soini,27,6.0
Soini,28,12.0
Soini,29,14.0
Soini,30,16.0
Soini,31,15.0
Soini,32,13.0
Soini,33,11.0
Soini,34,14.0
Soini,35,18.0
Soini,36,12.0
Soini,37,25.0
Soini,38,20.0
Soini,39,22.0
Soini,40,15.0
Soini,41,21.0
Soini,42,15.0
Soini,43,15.0
Soini,44,17.0
Soini,45,20.0
Soini,46,20.0
Soini,47,15.0
Soini,48,15.0
Soini,49,6.0
Soini,50,15.0
Soini,51,11.0
Soini,52,14.0
Soini,53,13.0
Soini,54,22.0
Soini,55,16.0
Soini,56,18.0
Soini,57,35.0
Soini,58,30.0
Soini,59,28.0
Soini,60,19.0
Soini,61,43.0
Soini,62,35.0
Soini,63,41.0
Soini,64,33.0
Soini,65,37.0
Soini,66,23.0
Soini,67,25.0
Soini,68,41.0
Soini,69,24.0
Soini,70,45.0
Soini,71,24.0
Soini,72,36.0
Soini,73,33.0
Soini,74,28.0
Soini,75,31.0
Soini,76,32.0
Soini,77,32.0
Soini,78,28.0
Soini,79,22.0
Soini,80,26.0
Soini,81,17.0
Soini,82,22.0
Soini,83,16.0
Soini,84,10.0
Soini,85,9.0
Soini,86,8.0
Soini,87,17.0
Soini,88,15.0
Soini,89,10.0
Soini,90,5.0
Soini,91,6.0
Soini,92,5.0
Soini,93,4.0
Soini,94,2.0
Soini,95,5.0
Soini,96,1.0
Soini,97,0.0
Soini,98,0.0
Soini,99,0.0
Soini,100 -,0.0
Somero,Total,8339.0
Somero,0,38.0
Somero,1,41.0
Somero,2,51.0
Somero,3,47.0
Somero,4,54.0
Somero,5,54.0
Somero,6,68.0
Somero,7,66.0
Somero,8,73.0
Somero,9,74.0
Somero,10,84.0
Somero,11,89.0
Somero,12,98.0
Somero,13,91.0
Somero,14,91.0
Somero,15,86.0
Somero,16,72.0
Somero,17,99.0
Somero,18,86.0
Somero,19,83.0
Somero,20,52.0
Somero,21,56.0
Somero,22,55.0
Somero,23,47.0
Somero,24,49.0
Somero,25,51.0
Somero,26,49.0
Somero,27,41.0
Somero,28,54.0
Somero,29,67.0
Somero,30,65.0
Somero,31,71.0
Somero,32,72.0
Somero,33,66.0
Somero,34,79.0
Somero,35,69.0
Somero,36,83.0
Somero,37,77.0
Somero,38,76.0
Somero,39,88.0
Somero,40,97.0
Somero,41,87.0
Somero,42,94.0
Somero,43,81.0
Somero,44,104.0
Somero,45,85.0
Somero,46,82.0
Somero,47,116.0
Somero,48,99.0
Somero,49,100.0
Somero,50,98.0
Somero,51,94.0
Somero,52,90.0
Somero,53,105.0
Somero,54,104.0
Somero,55,108.0
Somero,56,111.0
Somero,57,127.0
Somero,58,130.0
Somero,59,129.0
Somero,60,146.0
Somero,61,121.0
Somero,62,134.0
Somero,63,134.0
Somero,64,119.0
Somero,65,133.0
Somero,66,139.0
Somero,67,136.0
Somero,68,143.0
Somero,69,147.0
Somero,70,144.0
Somero,71,134.0
Somero,72,140.0
Somero,73,142.0
Somero,74,146.0
Somero,75,139.0
Somero,76,146.0
Somero,77,103.0
Somero,78,133.0
Somero,79,140.0
Somero,80,102.0
Somero,81,93.0
Somero,82,95.0
Somero,83,52.0
Somero,84,66.0
Somero,85,67.0
Somero,86,71.0
Somero,87,55.0
Somero,88,61.0
Somero,89,34.0
Somero,90,38.0
Somero,91,33.0
Somero,92,21.0
Somero,93,19.0
Somero,94,15.0
Somero,95,13.0
Somero,96,11.0
Somero,97,12.0
Somero,98,1.0
Somero,99,4.0
Somero,100 -,4.0
Sonkajärvi,Total,3521.0
Sonkajärvi,0,18.0
Sonkajärvi,1,13.0
Sonkajärvi,2,17.0
Sonkajärvi,3,22.0
Sonkajärvi,4,21.0
Sonkajärvi,5,22.0
Sonkajärvi,6,21.0
Sonkajärvi,7,23.0
Sonkajärvi,8,26.0
Sonkajärvi,9,31.0
Sonkajärvi,10,26.0
Sonkajärvi,11,32.0
Sonkajärvi,12,36.0
Sonkajärvi,13,30.0
Sonkajärvi,14,36.0
Sonkajärvi,15,43.0
Sonkajärvi,16,30.0
Sonkajärvi,17,40.0
Sonkajärvi,18,33.0
Sonkajärvi,19,26.0
Sonkajärvi,20,23.0
Sonkajärvi,21,17.0
Sonkajärvi,22,17.0
Sonkajärvi,23,20.0
Sonkajärvi,24,18.0
Sonkajärvi,25,10.0
Sonkajärvi,26,12.0
Sonkajärvi,27,22.0
Sonkajärvi,28,22.0
Sonkajärvi,29,22.0
Sonkajärvi,30,23.0
Sonkajärvi,31,30.0
Sonkajärvi,32,22.0
Sonkajärvi,33,23.0
Sonkajärvi,34,32.0
Sonkajärvi,35,25.0
Sonkajärvi,36,37.0
Sonkajärvi,37,38.0
Sonkajärvi,38,30.0
Sonkajärvi,39,36.0
Sonkajärvi,40,34.0
Sonkajärvi,41,26.0
Sonkajärvi,42,43.0
Sonkajärvi,43,42.0
Sonkajärvi,44,45.0
Sonkajärvi,45,34.0
Sonkajärvi,46,27.0
Sonkajärvi,47,29.0
Sonkajärvi,48,34.0
Sonkajärvi,49,48.0
Sonkajärvi,50,49.0
Sonkajärvi,51,29.0
Sonkajärvi,52,33.0
Sonkajärvi,53,26.0
Sonkajärvi,54,35.0
Sonkajärvi,55,37.0
Sonkajärvi,56,45.0
Sonkajärvi,57,50.0
Sonkajärvi,58,53.0
Sonkajärvi,59,61.0
Sonkajärvi,60,63.0
Sonkajärvi,61,70.0
Sonkajärvi,62,67.0
Sonkajärvi,63,63.0
Sonkajärvi,64,59.0
Sonkajärvi,65,74.0
Sonkajärvi,66,70.0
Sonkajärvi,67,61.0
Sonkajärvi,68,84.0
Sonkajärvi,69,79.0
Sonkajärvi,70,90.0
Sonkajärvi,71,80.0
Sonkajärvi,72,63.0
Sonkajärvi,73,68.0
Sonkajärvi,74,70.0
Sonkajärvi,75,58.0
Sonkajärvi,76,62.0
Sonkajärvi,77,66.0
Sonkajärvi,78,68.0
Sonkajärvi,79,54.0
Sonkajärvi,80,52.0
Sonkajärvi,81,39.0
Sonkajärvi,82,38.0
Sonkajärvi,83,27.0
Sonkajärvi,84,26.0
Sonkajärvi,85,15.0
Sonkajärvi,86,28.0
Sonkajärvi,87,25.0
Sonkajärvi,88,26.0
Sonkajärvi,89,16.0
Sonkajärvi,90,13.0
Sonkajärvi,91,9.0
Sonkajärvi,92,10.0
Sonkajärvi,93,6.0
Sonkajärvi,94,6.0
Sonkajärvi,95,6.0
Sonkajärvi,96,1.0
Sonkajärvi,97,1.0
Sonkajärvi,98,2.0
Sonkajärvi,99,1.0
Sonkajärvi,100 -,0.0
Sotkamo,Total,10161.0
Sotkamo,0,49.0
Sotkamo,1,73.0
Sotkamo,2,61.0
Sotkamo,3,69.0
Sotkamo,4,91.0
Sotkamo,5,86.0
Sotkamo,6,80.0
Sotkamo,7,78.0
Sotkamo,8,106.0
Sotkamo,9,105.0
Sotkamo,10,112.0
Sotkamo,11,123.0
Sotkamo,12,132.0
Sotkamo,13,112.0
Sotkamo,14,116.0
Sotkamo,15,132.0
Sotkamo,16,146.0
Sotkamo,17,146.0
Sotkamo,18,127.0
Sotkamo,19,103.0
Sotkamo,20,74.0
Sotkamo,21,60.0
Sotkamo,22,57.0
Sotkamo,23,63.0
Sotkamo,24,51.0
Sotkamo,25,72.0
Sotkamo,26,64.0
Sotkamo,27,74.0
Sotkamo,28,69.0
Sotkamo,29,80.0
Sotkamo,30,102.0
Sotkamo,31,94.0
Sotkamo,32,111.0
Sotkamo,33,120.0
Sotkamo,34,111.0
Sotkamo,35,115.0
Sotkamo,36,102.0
Sotkamo,37,104.0
Sotkamo,38,106.0
Sotkamo,39,118.0
Sotkamo,40,146.0
Sotkamo,41,130.0
Sotkamo,42,130.0
Sotkamo,43,144.0
Sotkamo,44,116.0
Sotkamo,45,125.0
Sotkamo,46,129.0
Sotkamo,47,151.0
Sotkamo,48,129.0
Sotkamo,49,136.0
Sotkamo,50,108.0
Sotkamo,51,112.0
Sotkamo,52,111.0
Sotkamo,53,126.0
Sotkamo,54,118.0
Sotkamo,55,134.0
Sotkamo,56,135.0
Sotkamo,57,122.0
Sotkamo,58,156.0
Sotkamo,59,149.0
Sotkamo,60,169.0
Sotkamo,61,150.0
Sotkamo,62,140.0
Sotkamo,63,171.0
Sotkamo,64,142.0
Sotkamo,65,187.0
Sotkamo,66,147.0
Sotkamo,67,159.0
Sotkamo,68,179.0
Sotkamo,69,169.0
Sotkamo,70,148.0
Sotkamo,71,160.0
Sotkamo,72,171.0
Sotkamo,73,151.0
Sotkamo,74,147.0
Sotkamo,75,136.0
Sotkamo,76,130.0
Sotkamo,77,150.0
Sotkamo,78,130.0
Sotkamo,79,98.0
Sotkamo,80,89.0
Sotkamo,81,88.0
Sotkamo,82,65.0
Sotkamo,83,62.0
Sotkamo,84,74.0
Sotkamo,85,49.0
Sotkamo,86,61.0
Sotkamo,87,35.0
Sotkamo,88,41.0
Sotkamo,89,34.0
Sotkamo,90,34.0
Sotkamo,91,15.0
Sotkamo,92,20.0
Sotkamo,93,14.0
Sotkamo,94,8.0
Sotkamo,95,18.0
Sotkamo,96,9.0
Sotkamo,97,6.0
Sotkamo,98,0.0
Sotkamo,99,3.0
Sotkamo,100 -,1.0
Sottunga,Total,101.0
Sottunga,0,0.0
Sottunga,1,0.0
Sottunga,2,1.0
Sottunga,3,0.0
Sottunga,4,0.0
Sottunga,5,1.0
Sottunga,6,0.0
Sottunga,7,1.0
Sottunga,8,2.0
Sottunga,9,3.0
Sottunga,10,2.0
Sottunga,11,0.0
Sottunga,12,4.0
Sottunga,13,0.0
Sottunga,14,0.0
Sottunga,15,0.0
Sottunga,16,0.0
Sottunga,17,0.0
Sottunga,18,0.0
Sottunga,19,0.0
Sottunga,20,0.0
Sottunga,21,0.0
Sottunga,22,1.0
Sottunga,23,0.0
Sottunga,24,0.0
Sottunga,25,2.0
Sottunga,26,0.0
Sottunga,27,0.0
Sottunga,28,1.0
Sottunga,29,0.0
Sottunga,30,1.0
Sottunga,31,0.0
Sottunga,32,1.0
Sottunga,33,0.0
Sottunga,34,3.0
Sottunga,35,1.0
Sottunga,36,0.0
Sottunga,37,1.0
Sottunga,38,2.0
Sottunga,39,0.0
Sottunga,40,0.0
Sottunga,41,0.0
Sottunga,42,0.0
Sottunga,43,1.0
Sottunga,44,1.0
Sottunga,45,2.0
Sottunga,46,0.0
Sottunga,47,2.0
Sottunga,48,2.0
Sottunga,49,0.0
Sottunga,50,1.0
Sottunga,51,1.0
Sottunga,52,0.0
Sottunga,53,0.0
Sottunga,54,1.0
Sottunga,55,2.0
Sottunga,56,2.0
Sottunga,57,2.0
Sottunga,58,4.0
Sottunga,59,4.0
Sottunga,60,1.0
Sottunga,61,2.0
Sottunga,62,2.0
Sottunga,63,1.0
Sottunga,64,1.0
Sottunga,65,5.0
Sottunga,66,3.0
Sottunga,67,0.0
Sottunga,68,3.0
Sottunga,69,2.0
Sottunga,70,0.0
Sottunga,71,2.0
Sottunga,72,5.0
Sottunga,73,2.0
Sottunga,74,1.0
Sottunga,75,2.0
Sottunga,76,1.0
Sottunga,77,2.0
Sottunga,78,0.0
Sottunga,79,2.0
Sottunga,80,4.0
Sottunga,81,4.0
Sottunga,82,1.0
Sottunga,83,0.0
Sottunga,84,1.0
Sottunga,85,0.0
Sottunga,86,0.0
Sottunga,87,0.0
Sottunga,88,1.0
Sottunga,89,0.0
Sottunga,90,1.0
Sottunga,91,0.0
Sottunga,92,0.0
Sottunga,93,0.0
Sottunga,94,0.0
Sottunga,95,0.0
Sottunga,96,0.0
Sottunga,97,0.0
Sottunga,98,0.0
Sottunga,99,0.0
Sottunga,100 -,0.0
Sulkava,Total,2310.0
Sulkava,0,11.0
Sulkava,1,10.0
Sulkava,2,14.0
Sulkava,3,15.0
Sulkava,4,14.0
Sulkava,5,9.0
Sulkava,6,10.0
Sulkava,7,7.0
Sulkava,8,18.0
Sulkava,9,19.0
Sulkava,10,14.0
Sulkava,11,16.0
Sulkava,12,26.0
Sulkava,13,13.0
Sulkava,14,17.0
Sulkava,15,18.0
Sulkava,16,11.0
Sulkava,17,21.0
Sulkava,18,7.0
Sulkava,19,27.0
Sulkava,20,6.0
Sulkava,21,10.0
Sulkava,22,14.0
Sulkava,23,13.0
Sulkava,24,15.0
Sulkava,25,9.0
Sulkava,26,17.0
Sulkava,27,14.0
Sulkava,28,7.0
Sulkava,29,22.0
Sulkava,30,19.0
Sulkava,31,14.0
Sulkava,32,10.0
Sulkava,33,16.0
Sulkava,34,24.0
Sulkava,35,24.0
Sulkava,36,19.0
Sulkava,37,20.0
Sulkava,38,13.0
Sulkava,39,18.0
Sulkava,40,30.0
Sulkava,41,15.0
Sulkava,42,16.0
Sulkava,43,27.0
Sulkava,44,20.0
Sulkava,45,19.0
Sulkava,46,14.0
Sulkava,47,16.0
Sulkava,48,16.0
Sulkava,49,18.0
Sulkava,50,30.0
Sulkava,51,27.0
Sulkava,52,27.0
Sulkava,53,24.0
Sulkava,54,25.0
Sulkava,55,29.0
Sulkava,56,37.0
Sulkava,57,29.0
Sulkava,58,26.0
Sulkava,59,35.0
Sulkava,60,38.0
Sulkava,61,39.0
Sulkava,62,46.0
Sulkava,63,57.0
Sulkava,64,39.0
Sulkava,65,47.0
Sulkava,66,56.0
Sulkava,67,43.0
Sulkava,68,60.0
Sulkava,69,55.0
Sulkava,70,41.0
Sulkava,71,41.0
Sulkava,72,46.0
Sulkava,73,68.0
Sulkava,74,43.0
Sulkava,75,42.0
Sulkava,76,46.0
Sulkava,77,41.0
Sulkava,78,54.0
Sulkava,79,39.0
Sulkava,80,40.0
Sulkava,81,26.0
Sulkava,82,26.0
Sulkava,83,18.0
Sulkava,84,22.0
Sulkava,85,21.0
Sulkava,86,26.0
Sulkava,87,14.0
Sulkava,88,19.0
Sulkava,89,13.0
Sulkava,90,21.0
Sulkava,91,7.0
Sulkava,92,7.0
Sulkava,93,6.0
Sulkava,94,5.0
Sulkava,95,4.0
Sulkava,96,7.0
Sulkava,97,3.0
Sulkava,98,2.0
Sulkava,99,1.0
Sulkava,100 -,0.0
Sund,Total,1018.0
Sund,0,9.0
Sund,1,12.0
Sund,2,8.0
Sund,3,9.0
Sund,4,10.0
Sund,5,9.0
Sund,6,6.0
Sund,7,14.0
Sund,8,7.0
Sund,9,12.0
Sund,10,10.0
Sund,11,12.0
Sund,12,10.0
Sund,13,14.0
Sund,14,10.0
Sund,15,7.0
Sund,16,13.0
Sund,17,10.0
Sund,18,14.0
Sund,19,6.0
Sund,20,7.0
Sund,21,8.0
Sund,22,9.0
Sund,23,8.0
Sund,24,5.0
Sund,25,3.0
Sund,26,8.0
Sund,27,4.0
Sund,28,9.0
Sund,29,9.0
Sund,30,10.0
Sund,31,8.0
Sund,32,13.0
Sund,33,15.0
Sund,34,9.0
Sund,35,12.0
Sund,36,15.0
Sund,37,11.0
Sund,38,13.0
Sund,39,10.0
Sund,40,10.0
Sund,41,12.0
Sund,42,9.0
Sund,43,9.0
Sund,44,12.0
Sund,45,12.0
Sund,46,7.0
Sund,47,15.0
Sund,48,17.0
Sund,49,14.0
Sund,50,15.0
Sund,51,13.0
Sund,52,25.0
Sund,53,18.0
Sund,54,16.0
Sund,55,11.0
Sund,56,8.0
Sund,57,15.0
Sund,58,19.0
Sund,59,16.0
Sund,60,13.0
Sund,61,15.0
Sund,62,12.0
Sund,63,20.0
Sund,64,13.0
Sund,65,15.0
Sund,66,13.0
Sund,67,8.0
Sund,68,21.0
Sund,69,14.0
Sund,70,13.0
Sund,71,18.0
Sund,72,14.0
Sund,73,18.0
Sund,74,13.0
Sund,75,13.0
Sund,76,9.0
Sund,77,13.0
Sund,78,13.0
Sund,79,19.0
Sund,80,7.0
Sund,81,9.0
Sund,82,5.0
Sund,83,8.0
Sund,84,9.0
Sund,85,5.0
Sund,86,3.0
Sund,87,8.0
Sund,88,5.0
Sund,89,1.0
Sund,90,3.0
Sund,91,1.0
Sund,92,1.0
Sund,93,3.0
Sund,94,2.0
Sund,95,0.0
Sund,96,0.0
Sund,97,0.0
Sund,98,0.0
Sund,99,0.0
Sund,100 -,0.0
Suomussalmi,Total,6957.0
Suomussalmi,0,22.0
Suomussalmi,1,26.0
Suomussalmi,2,28.0
Suomussalmi,3,33.0
Suomussalmi,4,32.0
Suomussalmi,5,35.0
Suomussalmi,6,32.0
Suomussalmi,7,44.0
Suomussalmi,8,39.0
Suomussalmi,9,48.0
Suomussalmi,10,54.0
Suomussalmi,11,60.0
Suomussalmi,12,65.0
Suomussalmi,13,61.0
Suomussalmi,14,54.0
Suomussalmi,15,55.0
Suomussalmi,16,59.0
Suomussalmi,17,45.0
Suomussalmi,18,48.0
Suomussalmi,19,47.0
Suomussalmi,20,43.0
Suomussalmi,21,30.0
Suomussalmi,22,28.0
Suomussalmi,23,31.0
Suomussalmi,24,27.0
Suomussalmi,25,39.0
Suomussalmi,26,24.0
Suomussalmi,27,36.0
Suomussalmi,28,28.0
Suomussalmi,29,49.0
Suomussalmi,30,36.0
Suomussalmi,31,34.0
Suomussalmi,32,57.0
Suomussalmi,33,44.0
Suomussalmi,34,52.0
Suomussalmi,35,48.0
Suomussalmi,36,46.0
Suomussalmi,37,50.0
Suomussalmi,38,49.0
Suomussalmi,39,60.0
Suomussalmi,40,59.0
Suomussalmi,41,64.0
Suomussalmi,42,68.0
Suomussalmi,43,67.0
Suomussalmi,44,66.0
Suomussalmi,45,80.0
Suomussalmi,46,67.0
Suomussalmi,47,66.0
Suomussalmi,48,79.0
Suomussalmi,49,68.0
Suomussalmi,50,55.0
Suomussalmi,51,66.0
Suomussalmi,52,70.0
Suomussalmi,53,67.0
Suomussalmi,54,80.0
Suomussalmi,55,99.0
Suomussalmi,56,97.0
Suomussalmi,57,111.0
Suomussalmi,58,119.0
Suomussalmi,59,107.0
Suomussalmi,60,132.0
Suomussalmi,61,134.0
Suomussalmi,62,140.0
Suomussalmi,63,136.0
Suomussalmi,64,147.0
Suomussalmi,65,146.0
Suomussalmi,66,159.0
Suomussalmi,67,138.0
Suomussalmi,68,176.0
Suomussalmi,69,167.0
Suomussalmi,70,157.0
Suomussalmi,71,185.0
Suomussalmi,72,163.0
Suomussalmi,73,165.0
Suomussalmi,74,126.0
Suomussalmi,75,147.0
Suomussalmi,76,143.0
Suomussalmi,77,128.0
Suomussalmi,78,138.0
Suomussalmi,79,113.0
Suomussalmi,80,96.0
Suomussalmi,81,78.0
Suomussalmi,82,63.0
Suomussalmi,83,50.0
Suomussalmi,84,76.0
Suomussalmi,85,47.0
Suomussalmi,86,74.0
Suomussalmi,87,54.0
Suomussalmi,88,44.0
Suomussalmi,89,38.0
Suomussalmi,90,36.0
Suomussalmi,91,19.0
Suomussalmi,92,26.0
Suomussalmi,93,15.0
Suomussalmi,94,25.0
Suomussalmi,95,7.0
Suomussalmi,96,5.0
Suomussalmi,97,4.0
Suomussalmi,98,2.0
Suomussalmi,99,3.0
Suomussalmi,100 -,2.0
Suonenjoki,Total,6549.0
Suonenjoki,0,32.0
Suonenjoki,1,33.0
Suonenjoki,2,32.0
Suonenjoki,3,37.0
Suonenjoki,4,46.0
Suonenjoki,5,43.0
Suonenjoki,6,43.0
Suonenjoki,7,52.0
Suonenjoki,8,51.0
Suonenjoki,9,71.0
Suonenjoki,10,71.0
Suonenjoki,11,64.0
Suonenjoki,12,70.0
Suonenjoki,13,64.0
Suonenjoki,14,72.0
Suonenjoki,15,70.0
Suonenjoki,16,70.0
Suonenjoki,17,67.0
Suonenjoki,18,64.0
Suonenjoki,19,55.0
Suonenjoki,20,45.0
Suonenjoki,21,44.0
Suonenjoki,22,35.0
Suonenjoki,23,33.0
Suonenjoki,24,35.0
Suonenjoki,25,43.0
Suonenjoki,26,44.0
Suonenjoki,27,39.0
Suonenjoki,28,58.0
Suonenjoki,29,47.0
Suonenjoki,30,46.0
Suonenjoki,31,64.0
Suonenjoki,32,62.0
Suonenjoki,33,60.0
Suonenjoki,34,61.0
Suonenjoki,35,72.0
Suonenjoki,36,61.0
Suonenjoki,37,70.0
Suonenjoki,38,62.0
Suonenjoki,39,62.0
Suonenjoki,40,72.0
Suonenjoki,41,94.0
Suonenjoki,42,88.0
Suonenjoki,43,76.0
Suonenjoki,44,69.0
Suonenjoki,45,80.0
Suonenjoki,46,71.0
Suonenjoki,47,87.0
Suonenjoki,48,83.0
Suonenjoki,49,77.0
Suonenjoki,50,88.0
Suonenjoki,51,75.0
Suonenjoki,52,70.0
Suonenjoki,53,67.0
Suonenjoki,54,75.0
Suonenjoki,55,84.0
Suonenjoki,56,88.0
Suonenjoki,57,87.0
Suonenjoki,58,86.0
Suonenjoki,59,86.0
Suonenjoki,60,82.0
Suonenjoki,61,102.0
Suonenjoki,62,116.0
Suonenjoki,63,92.0
Suonenjoki,64,111.0
Suonenjoki,65,118.0
Suonenjoki,66,113.0
Suonenjoki,67,99.0
Suonenjoki,68,107.0
Suonenjoki,69,95.0
Suonenjoki,70,133.0
Suonenjoki,71,113.0
Suonenjoki,72,120.0
Suonenjoki,73,110.0
Suonenjoki,74,103.0
Suonenjoki,75,130.0
Suonenjoki,76,115.0
Suonenjoki,77,94.0
Suonenjoki,78,112.0
Suonenjoki,79,91.0
Suonenjoki,80,71.0
Suonenjoki,81,80.0
Suonenjoki,82,62.0
Suonenjoki,83,46.0
Suonenjoki,84,72.0
Suonenjoki,85,45.0
Suonenjoki,86,63.0
Suonenjoki,87,40.0
Suonenjoki,88,27.0
Suonenjoki,89,26.0
Suonenjoki,90,33.0
Suonenjoki,91,18.0
Suonenjoki,92,12.0
Suonenjoki,93,12.0
Suonenjoki,94,12.0
Suonenjoki,95,9.0
Suonenjoki,96,3.0
Suonenjoki,97,4.0
Suonenjoki,98,0.0
Suonenjoki,99,0.0
Suonenjoki,100 -,5.0
Sysmä,Total,3367.0
Sysmä,0,7.0
Sysmä,1,5.0
Sysmä,2,12.0
Sysmä,3,14.0
Sysmä,4,15.0
Sysmä,5,16.0
Sysmä,6,13.0
Sysmä,7,11.0
Sysmä,8,18.0
Sysmä,9,14.0
Sysmä,10,28.0
Sysmä,11,20.0
Sysmä,12,23.0
Sysmä,13,24.0
Sysmä,14,21.0
Sysmä,15,18.0
Sysmä,16,15.0
Sysmä,17,21.0
Sysmä,18,19.0
Sysmä,19,24.0
Sysmä,20,16.0
Sysmä,21,17.0
Sysmä,22,15.0
Sysmä,23,19.0
Sysmä,24,7.0
Sysmä,25,19.0
Sysmä,26,22.0
Sysmä,27,19.0
Sysmä,28,21.0
Sysmä,29,20.0
Sysmä,30,11.0
Sysmä,31,25.0
Sysmä,32,22.0
Sysmä,33,21.0
Sysmä,34,26.0
Sysmä,35,15.0
Sysmä,36,25.0
Sysmä,37,29.0
Sysmä,38,24.0
Sysmä,39,24.0
Sysmä,40,21.0
Sysmä,41,26.0
Sysmä,42,27.0
Sysmä,43,14.0
Sysmä,44,23.0
Sysmä,45,30.0
Sysmä,46,23.0
Sysmä,47,23.0
Sysmä,48,26.0
Sysmä,49,23.0
